elapsed_s,area_m2,percent_known,known_cells,total_cells
3.68,5.585,57.97,2234,3854
5.81,5.585,57.97,2234,3854
7.11,5.585,57.97,2234,3854
9.16,5.585,57.97,2234,3854
19.49,5.585,57.97,2234,3854
22.71,5.585,57.97,2234,3854
22.78,5.585,57.97,2234,3854
24.73,5.585,57.97,2234,3854
26.77,5.585,57.97,2234,3854
28.73,5.585,57.97,2234,3854
30.74,5.585,57.97,2234,3854
32.72,6.843,40.21,2737,6806
34.75,7.593,30.90,3037,9828
36.76,8.553,28.27,3421,12100
39.01,10.650,26.00,4260,16384
40.73,12.128,27.66,4851,17536
44.89,16.698,33.16,6679,20139
46.73,17.073,33.91,6829,20139
48.73,17.220,34.20,6888,20139
50.82,18.955,36.32,7582,20874
52.74,19.498,37.36,7799,20874
57.52,21.133,40.50,8453,20874
58.73,21.680,41.54,8672,20874
60.99,22.088,42.33,8835,20874
62.75,22.328,42.79,8931,20874
64.73,22.570,43.25,9028,20874
69.06,22.730,43.56,9092,20874
70.73,22.730,43.56,9092,20874
72.74,22.730,43.56,9092,20874
74.74,22.730,43.56,9092,20874
79.00,22.730,43.56,9092,20874
80.73,22.730,43.56,9092,20874
82.74,22.730,43.56,9092,20874
84.74,22.730,43.56,9092,20874
86.73,22.730,43.56,9092,20874
