elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
11.25,0.0000,0.0000,-0.0066,-0.0002,0.0000,0.0000,-0.0066,-0.0002
15.85,-0.0019,-0.0000,-0.0131,-0.0008,-0.0019,-0.0000,-0.0131,-0.0008
16.88,-0.0177,-0.0005,-0.0199,-0.0019,-0.0177,-0.0005,-0.0199,-0.0019
17.91,-0.0326,-0.0025,-0.0320,-0.0044,-0.0326,-0.0025,-0.0320,-0.0044
18.95,-0.0470,-0.0065,-0.0463,-0.0084,-0.0470,-0.0065,-0.0463,-0.0084
19.96,-0.0608,-0.0125,-0.0599,-0.0142,-0.0608,-0.0125,-0.0599,-0.0142
21.07,-0.0736,-0.0201,-0.0743,-0.0242,-0.0736,-0.0201,-0.0743,-0.0242
22.21,-0.0854,-0.0296,0.0310,0.0181,-0.0854,-0.0296,0.0310,0.0181
23.25,-0.1046,-0.0521,0.1339,0.0495,-0.1046,-0.0521,0.1339,0.0495
23.65,0.4793,0.2049,0.1857,0.0669,0.4793,0.2049,0.1857,0.0669
24.16,0.4536,0.1442,0.2761,0.0990,0.4536,0.1442,0.2761,0.0990
