elapsed_s,area_m2,percent_known,known_cells,total_cells
8.79,4.435,79.80,1774,2223
10.39,4.435,79.80,1774,2223
11.97,4.435,79.80,1774,2223
12.88,4.435,79.80,1774,2223
13.82,4.435,79.80,1774,2223
15.02,4.435,79.80,1774,2223
15.99,4.435,79.80,1774,2223
16.98,4.435,79.80,1774,2223
17.97,4.435,79.80,1774,2223
18.65,4.435,79.80,1774,2223
19.58,4.435,79.80,1774,2223
20.63,4.435,79.80,1774,2223
21.61,4.435,79.80,1774,2223
22.54,4.435,79.80,1774,2223
23.59,4.435,79.80,1774,2223
24.52,4.435,79.80,1774,2223
25.31,4.435,79.80,1774,2223
26.29,4.435,79.80,1774,2223
27.31,4.435,79.80,1774,2223
28.30,4.435,79.80,1774,2223
29.31,4.435,79.80,1774,2223
30.28,4.435,79.80,1774,2223
31.28,4.435,79.80,1774,2223
32.29,4.435,79.80,1774,2223
33.38,4.910,85.35,1964,2301
34.28,4.910,85.35,1964,2301
35.49,5.093,88.53,2037,2301
36.65,5.323,92.52,2129,2301
37.63,5.430,94.39,2172,2301
38.28,5.430,94.39,2172,2301
39.29,5.478,95.22,2191,2301
40.28,5.478,95.22,2191,2301
41.28,5.478,95.22,2181,2301
42.29,5.478,95.22,2181,2301
43.29,5.478,95.22,2181,2301
44.31,5.478,95.22,2183,2301
45.41,5.478,95.22,2190,2301
