elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
18.20,0.0000,0.0000,-0.0055,0.0000,0.0000,0.0000,-0.0055,0.0000
22.37,-0.0008,-0.0000,-0.0118,0.0001,-0.0008,-0.0000,-0.0118,0.0001
23.41,-0.0158,0.0001,-0.0186,-0.0001,-0.0158,0.0001,-0.0186,-0.0001
24.42,-0.0307,0.0004,-0.0316,-0.0012,-0.0307,0.0004,-0.0316,-0.0012
25.52,-0.0458,-0.0009,-0.0463,-0.0030,-0.0458,-0.0009,-0.0463,-0.0030
26.61,-0.0651,-0.0055,-0.0615,-0.0070,-0.0651,-0.0055,-0.0615,-0.0070
27.62,-0.0744,-0.0092,-0.0730,-0.0104,-0.0744,-0.0092,-0.0730,-0.0104
28.73,-0.0914,-0.0197,-0.0472,-0.0072,-0.0914,-0.0197,-0.0472,-0.0072
29.80,-0.0885,-0.0165,0.0593,0.0168,-0.0885,-0.0165,0.0593,0.0168
29.90,0.0833,0.0152,0.1584,0.0308,0.0833,0.0152,0.1584,0.0308
30.20,0.4675,0.1145,0.2530,0.0348,0.4675,0.1145,0.2530,0.0348
30.90,0.4212,0.0603,0.3407,0.0260,0.4212,0.0603,0.3407,0.0260
31.61,0.3815,0.0006,0.4257,0.0343,0.3815,0.0006,0.4257,0.0343
32.31,0.3501,-0.0605,0.4527,0.0350,0.3501,-0.0605,0.4527,0.0350
32.62,0.5083,0.0568,0.4849,0.0329,0.5083,0.0568,0.4849,0.0329
32.92,0.6022,0.1176,0.5523,0.0814,0.6022,0.1176,0.5523,0.0814
33.61,0.5822,0.0500,0.6029,0.1169,0.5822,0.0500,0.6029,0.1169
33.97,0.7190,0.2430,0.6344,0.1369,0.7190,0.2430,0.6344,0.1369
