elapsed_s,frontier_x_m,frontier_y_m
3.26,-1.5164,-0.5737
3.26,-0.8664,-0.9237
3.26,0.5836,-0.8237
3.26,0.4836,-0.6237
3.26,-1.4664,0.4263
3.26,-0.6164,0.7263
3.26,-0.4164,0.8263
3.26,-0.7664,0.8763
3.26,-0.2164,0.9263
3.26,0.4836,0.9263
8.29,-1.5164,-0.5737
8.29,-0.8664,-0.9237
8.29,0.5836,-0.8237
8.29,-1.4664,0.4263
8.29,-0.4164,0.8263
8.29,-0.7664,0.8763
8.29,-0.2164,0.9263
8.29,0.4836,0.9263
11.23,-1.5164,-0.5737
11.23,-0.8664,-0.9237
11.23,0.5836,-0.8237
11.23,-1.4664,0.4263
11.23,-0.4164,0.8263
11.23,-0.7664,0.8763
11.23,-0.2164,0.9263
11.23,0.4836,0.9263
13.24,-1.5164,-0.5737
13.24,-0.8664,-0.9237
13.24,0.5836,-0.8237
13.24,-1.4664,0.4263
13.24,-0.4164,0.8263
13.24,-0.7664,0.8763
13.24,-0.2164,0.9263
13.24,0.4836,0.9263
16.00,-1.5164,-0.5737
16.00,-0.8664,-0.9237
16.00,0.5836,-0.8237
16.00,-1.4664,0.4263
16.00,-0.4164,0.8263
16.00,-0.7664,0.8763
16.00,-0.2164,0.9263
16.00,0.4836,0.9263
18.62,-1.5164,-0.5737
18.62,-0.8664,-0.9237
18.62,0.5836,-0.8237
18.62,-1.4664,0.4263
18.62,-0.4164,0.8263
18.62,-0.7664,0.8763
18.62,-0.2164,0.9263
18.62,0.4836,0.9263
20.79,-1.5164,-0.5737
20.79,-0.8664,-0.9237
20.79,0.5836,-0.8237
20.79,-1.4664,0.4263
20.79,-0.4164,0.8263
20.79,-0.7664,0.8763
20.79,-0.2164,0.9263
20.79,0.4836,0.9263
23.28,-1.5164,-0.5737
23.28,-0.8664,-0.9237
23.28,0.5836,-0.8237
23.28,-1.4664,0.4263
23.28,-0.4164,0.8263
23.28,-0.7664,0.8763
23.28,-0.2164,0.9263
23.28,0.4836,0.9263
24.42,-1.5164,-0.5737
24.42,-0.8664,-0.9237
24.42,0.5836,-0.8237
24.42,-1.4664,0.4263
24.42,-0.4164,0.8263
24.42,-0.7664,0.8763
24.42,-0.2164,0.9263
24.42,0.4836,0.9263
27.46,-1.5164,-0.5737
27.46,-0.8664,-0.9237
27.46,0.5836,-0.8237
27.46,-1.4664,0.4263
27.46,-0.4164,0.8263
27.46,-0.7664,0.8763
27.46,-0.2164,0.9263
27.46,0.4836,0.9263
30.37,-1.5164,-0.5737
30.37,-0.8664,-0.9237
30.37,0.5836,-0.8237
30.37,-1.4664,0.4263
30.37,-0.4164,0.8263
30.37,-0.7664,0.8763
30.37,-0.2164,0.9263
30.37,0.4836,0.9263
32.20,-1.5164,-0.5737
32.20,-0.8664,-0.9237
32.20,0.5836,-0.8237
32.20,-1.4664,0.4263
32.20,-0.4164,0.8263
32.20,-0.7664,0.8763
32.20,-0.2164,0.9263
32.20,0.4836,0.9263
33.33,-1.5164,-0.5737
33.33,-0.8664,-0.9237
33.33,0.5836,-0.8237
33.33,-1.4664,0.4263
33.33,-0.4164,0.8263
33.33,-0.7664,0.8763
33.33,-0.2164,0.9263
33.33,0.4836,0.9263
35.31,-1.9164,-0.8737
35.31,0.5836,-0.8237
35.31,-1.3664,0.6263
35.31,-2.0664,0.6763
35.31,-1.8164,0.6763
35.31,-0.0664,0.9263
37.53,-1.9164,-0.8737
37.53,0.5836,-0.8237
37.53,-1.3664,0.6263
37.53,-2.0664,0.6763
37.53,-1.8164,0.6763
37.53,-0.0664,0.9263
40.16,-1.9164,-0.8737
40.16,0.5836,-0.8237
40.16,-1.3664,0.6263
40.16,-2.0664,0.6763
40.16,-1.8164,0.6763
40.16,-0.0664,0.9263
42.42,-1.9164,-0.8737
42.42,0.5836,-0.8237
42.42,-1.3664,0.6263
42.42,-2.0664,0.6763
42.42,-1.8164,0.6763
42.42,-0.0664,0.9263
44.61,-1.9164,-0.8737
44.61,0.5836,-0.8237
44.61,-1.3664,0.6263
44.61,-2.0664,0.6763
44.61,-1.8164,0.6763
44.61,-0.0664,0.9263
46.26,-1.9164,-0.8737
46.26,0.5836,-0.8237
46.26,-1.3664,0.6263
46.26,-2.0664,0.6763
46.26,-1.8164,0.6763
46.26,-0.0664,0.9263
47.49,-1.9193,-0.8737
47.49,0.5807,-0.8237
47.49,-2.0693,0.6763
47.49,0.4807,0.9263
49.35,-1.9193,-0.8737
49.35,0.5807,-0.8237
49.35,-2.0693,0.6763
49.35,0.4807,0.9263
