elapsed_s,frontier_x_m,frontier_y_m
5.90,-1.2623,-0.8021
5.90,0.4377,-0.6521
5.90,0.3877,-0.2021
5.90,-1.7123,0.2479
5.90,-0.8623,0.4979
5.90,-0.2623,0.5979
5.90,0.1377,0.6979
7.49,-1.2623,-0.8021
7.49,0.3877,-0.2021
7.49,-1.7123,0.2479
7.49,-0.8623,0.4979
7.49,-0.2623,0.5979
7.49,0.1377,0.6979
9.42,-1.2623,-0.8021
9.42,0.3877,-0.2021
9.42,-1.7123,0.2479
9.42,-0.8623,0.4979
9.42,-0.2623,0.5979
9.42,0.1377,0.6979
11.61,-1.2623,-0.8021
11.61,0.3877,-0.2021
11.61,-1.7123,0.2479
11.61,-0.8623,0.4979
11.61,-0.2623,0.5979
11.61,0.1377,0.6979
14.48,-1.2623,-0.8021
14.48,0.3877,-0.2021
14.48,-1.7123,0.2479
14.48,-0.8623,0.4979
14.48,-0.2623,0.5979
14.48,0.1377,0.6979
16.96,-1.2623,-0.8021
16.96,0.3877,-0.2021
16.96,-1.7123,0.2479
16.96,-0.8623,0.4979
16.96,-0.2623,0.5979
16.96,0.1377,0.6979
18.50,-1.2623,-0.8021
18.50,0.3877,-0.2021
18.50,-1.7123,0.2479
18.50,-0.8623,0.4979
18.50,-0.2623,0.5979
18.50,0.1377,0.6979
20.52,-1.2623,-0.8021
20.52,0.3877,-0.2021
20.52,-1.7123,0.2479
20.52,-0.8623,0.4979
20.52,-0.2623,0.5979
20.52,0.1377,0.6979
23.70,-1.2623,-0.8021
23.70,0.3877,-0.2021
23.70,-1.7123,0.2479
23.70,-0.8623,0.4979
23.70,-0.2623,0.5979
23.70,0.1377,0.6979
25.58,-1.2623,-0.8021
25.58,0.3877,-0.2021
25.58,-1.7123,0.2479
25.58,-0.8623,0.4979
25.58,-0.2623,0.5979
25.58,0.1377,0.6979
26.84,-1.2623,-0.8021
26.84,0.3877,-0.2021
26.84,-1.7123,0.2479
26.84,-0.8623,0.4979
26.84,-0.2623,0.5979
26.84,0.1377,0.6979
28.70,-1.2623,-0.8021
28.70,0.3877,-0.2021
28.70,-1.7123,0.2479
28.70,-0.8623,0.4979
28.70,-0.2623,0.5979
28.70,0.1377,0.6979
30.63,0.5877,-1.0589
30.63,0.6377,-0.8089
30.63,-1.7623,0.1911
30.63,0.6377,0.0411
30.63,0.6377,0.6411
32.37,-0.9123,-0.4089
32.37,-2.2123,0.0411
33.90,-0.9123,-0.4089
33.90,-2.2123,0.0411
35.48,-2.2123,0.0411
38.66,-0.8623,-0.2658
40.50,-1.0623,-0.3658
40.50,-0.8623,-0.2658
