elapsed_s,frontier_x_m,frontier_y_m
3.49,-1.3564,-0.6355
3.49,0.6436,-0.6355
3.49,0.8936,-0.2355
3.49,-1.0564,-0.1355
3.49,-1.5064,0.1645
3.49,-1.3064,0.6645
5.65,-1.3564,-0.6355
5.65,0.6436,-0.6355
5.65,0.8936,-0.2355
5.65,-1.0564,-0.1355
5.65,-1.5064,0.1645
5.65,-1.3064,0.6645
7.09,-1.3564,-0.6355
7.09,0.6436,-0.6355
7.09,0.8936,-0.2355
7.09,-1.0564,-0.1355
7.09,-1.5064,0.1645
7.09,-1.3064,0.6645
9.19,-1.3564,-0.6355
9.19,0.6436,-0.6355
9.19,0.8936,-0.2355
9.19,-1.0564,-0.1355
9.19,-1.5064,0.1645
9.19,-1.3064,0.6645
11.75,-1.3564,-0.6355
11.75,0.6436,-0.6355
11.75,0.8936,-0.2355
11.75,-1.0564,-0.1355
11.75,-1.5064,0.1645
11.75,-1.3064,0.6645
13.42,-1.3564,-0.6355
13.42,0.6436,-0.6355
13.42,0.8936,-0.2355
13.42,-1.0564,-0.1355
13.42,-1.5064,0.1645
13.42,-1.3064,0.6645
15.02,-1.3564,-0.6355
15.02,0.6436,-0.6355
15.02,0.8936,-0.2355
15.02,-1.0564,-0.1355
15.02,-1.5064,0.1645
15.02,-1.3064,0.6645
16.85,-1.3564,-0.6355
16.85,0.6436,-0.6355
16.85,0.8936,-0.2355
16.85,-1.0564,-0.1355
16.85,-1.5064,0.1645
16.85,-1.3064,0.6645
19.02,-1.3564,-0.6355
19.02,0.6436,-0.6355
19.02,0.8936,-0.2355
19.02,-1.0564,-0.1355
19.02,-1.5064,0.1645
19.02,-1.3064,0.6645
21.81,-1.7605,-0.7878
21.81,-1.5105,0.1122
22.87,-1.5123,0.1117
25.23,0.9377,-0.6908
25.23,0.6877,-0.4908
25.23,-1.5123,0.1092
26.80,0.9377,-0.6908
26.80,0.6877,-0.4908
26.80,-1.5123,0.1092
28.85,0.9377,-0.6908
28.85,0.6877,-0.4908
28.85,-1.5123,0.1092
30.87,0.9377,-0.6908
30.87,0.6877,-0.4908
30.87,-1.5123,0.1092
33.00,0.9377,-0.6908
33.00,0.6877,-0.4908
33.00,-1.5123,0.1092
