elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
20.20,0.0000,0.0000,-0.0248,-0.0014,0.0000,0.0000,-0.0248,-0.0014
25.10,-0.0053,-0.0002,-0.0554,-0.0060,-0.0053,-0.0002,-0.0554,-0.0060
26.11,-0.0692,-0.0039,-0.0678,-0.0085,-0.0692,-0.0039,-0.0678,-0.0085
27.80,-0.1470,-0.0197,-0.0799,-0.0103,-0.1470,-0.0197,-0.0799,-0.0103
28.86,-0.1174,-0.0188,-0.0909,-0.0120,-0.1174,-0.0188,-0.0909,-0.0120
29.10,-0.0607,-0.0086,-0.0874,-0.0105,-0.0607,-0.0086,-0.0874,-0.0105
30.10,-0.0600,-0.0088,-0.0680,-0.0050,-0.0600,-0.0088,-0.0680,-0.0050
31.11,-0.0516,0.0037,-0.0615,0.0062,-0.0516,0.0037,-0.0615,0.0062
32.20,-0.0501,0.0075,-0.0772,0.0216,-0.0501,0.0075,-0.0772,0.0216
33.21,-0.0848,0.0373,-0.1053,0.0423,-0.0848,0.0373,-0.1053,0.0423
33.81,-0.1396,0.0684,-0.1269,0.0352,-0.1396,0.0684,-0.1269,0.0352
34.81,-0.2002,0.0946,-0.1622,0.0252,-0.2002,0.0946,-0.1622,0.0252
35.63,-0.1596,-0.0319,-0.1736,0.0134,-0.1596,-0.0319,-0.1736,0.0134
35.93,-0.2268,-0.0425,-0.1812,-0.0067,-0.2268,-0.0425,-0.1812,-0.0067
36.21,-0.1420,-0.0215,-0.1830,-0.0368,-0.1420,-0.0215,-0.1830,-0.0368
37.25,-0.1773,-0.0319,-0.1565,-0.0385,-0.1773,-0.0319,-0.1565,-0.0385
38.46,-0.2093,-0.0563,-0.0903,-0.0360,-0.2093,-0.0563,-0.0903,-0.0360
39.71,-0.0270,-0.0400,-0.0292,-0.0345,-0.0270,-0.0400,-0.0292,-0.0345
39.81,0.1044,-0.0303,0.0806,-0.0121,0.1044,-0.0303,0.0806,-0.0121
39.91,0.1632,-0.0137,0.1880,0.0040,0.1632,-0.0137,0.1880,0.0040
40.11,0.3716,0.0799,0.2513,0.0045,0.3716,0.0799,0.2513,0.0045
40.70,0.3277,0.0239,0.3432,0.0493,0.3277,0.0239,0.3432,0.0493
41.40,0.2897,-0.0373,0.4204,0.0840,0.2897,-0.0373,0.4204,0.0840
41.71,0.5639,0.1935,0.4757,0.1051,0.5639,0.1935,0.4757,0.1051
42.80,0.5491,0.1601,0.5627,0.1731,0.5491,0.1601,0.5627,0.1731
44.60,0.6479,0.1854,0.6588,0.2408,0.6479,0.1854,0.6588,0.2408
44.71,0.7631,0.3638,0.7065,0.2749,0.7631,0.3638,0.7065,0.2749
45.75,0.7699,0.3012,0.7692,0.3434,0.7699,0.3012,0.7692,0.3434
46.71,0.8026,0.3641,0.8191,0.4187,0.8026,0.3641,0.8191,0.4187
46.81,0.8623,0.5024,0.8493,0.4731,0.8623,0.5024,0.8493,0.4731
46.91,0.8976,0.5619,0.8809,0.5555,0.8976,0.5619,0.8809,0.5555
47.11,0.9142,0.6360,0.9092,0.6412,0.9142,0.6360,0.9092,0.6412
47.54,0.9279,0.7134,0.9174,0.7154,0.9279,0.7134,0.9174,0.7154
47.70,0.9443,0.7922,0.8918,0.8135,0.9443,0.7922,0.8918,0.8135
48.60,0.9029,0.8736,0.8560,0.9288,0.9029,0.8736,0.8560,0.9288
48.85,0.7698,1.0522,0.8274,1.0199,0.7698,1.0522,0.8274,1.0199
49.50,0.7350,1.2125,0.7871,1.1021,0.7350,1.2125,0.7871,1.1021
50.11,0.7851,1.1689,0.7470,1.1755,0.7851,1.1689,0.7470,1.1755
50.70,0.7426,1.2034,0.7369,1.2058,0.7426,1.2034,0.7369,1.2058
51.71,0.7026,1.2407,0.7316,1.2062,0.7026,1.2407,0.7316,1.2062
52.71,0.7194,1.2034,0.7101,1.2252,0.7194,1.2034,0.7101,1.2252
53.91,0.7085,1.2147,0.6990,1.2340,0.7085,1.2147,0.6990,1.2340
54.48,0.6775,1.2638,0.6963,1.2344,0.6775,1.2638,0.6963,1.2344
55.51,0.6869,1.2474,0.6922,1.2388,0.6869,1.2474,0.6922,1.2388
56.55,0.6894,1.2428,0.6928,1.2366,0.6894,1.2428,0.6928,1.2366
57.61,0.6989,1.2256,0.6988,1.2265,0.6989,1.2256,0.6988,1.2265
58.73,0.7111,1.2034,0.6925,1.2408,0.7111,1.2034,0.6925,1.2408
59.81,0.7076,1.2134,0.6896,1.2489,0.7076,1.2134,0.6896,1.2489
60.20,0.6555,1.3189,0.6896,1.2518,0.6555,1.3189,0.6896,1.2518
61.65,0.6751,1.2833,0.6821,1.2702,0.6751,1.2833,0.6821,1.2702
62.79,0.6989,1.2400,0.6781,1.2812,0.6989,1.2400,0.6781,1.2812
64.50,0.6732,1.2953,0.6887,1.2638,0.6732,1.2953,0.6887,1.2638
65.65,0.6880,1.2685,0.6968,1.2508,0.6880,1.2685,0.6968,1.2508
66.70,0.7082,1.2319,0.7013,1.2445,0.7082,1.2319,0.7013,1.2445
67.71,0.7159,1.2181,0.7115,1.2261,0.7159,1.2181,0.7115,1.2261
68.78,0.7211,1.2088,0.7447,1.2370,0.7211,1.2088,0.7447,1.2370
69.80,0.7241,1.2031,0.7739,1.2552,0.7241,1.2031,0.7739,1.2552
70.10,0.8540,1.3230,0.8022,1.2754,0.8540,1.3230,0.8022,1.2754
71.10,0.8542,1.3230,0.8366,1.2964,0.8542,1.3230,0.8366,1.2964
72.30,0.8576,1.3191,0.8639,1.3187,0.8576,1.3191,0.8639,1.3187
73.41,0.8932,1.3138,0.8506,1.3166,0.8932,1.3138,0.8506,1.3166
74.41,0.8605,1.3144,0.8497,1.3150,0.8605,1.3144,0.8497,1.3150
75.11,0.7875,1.3126,0.8471,1.3136,0.7875,1.3126,0.8471,1.3136
