elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
18.49,0.0000,0.0000,-0.0310,-0.0012,0.0000,0.0000,-0.0310,-0.0012
21.19,-0.0104,-0.0002,-0.0622,-0.0040,-0.0104,-0.0002,-0.0622,-0.0040
21.89,-0.0826,-0.0035,-0.0924,-0.0078,-0.0826,-0.0035,-0.0924,-0.0078
22.59,-0.1559,-0.0121,-0.1198,-0.0108,-0.1559,-0.0121,-0.1198,-0.0108
23.29,-0.2130,-0.0234,-0.1494,-0.0148,-0.2130,-0.0234,-0.1494,-0.0148
23.89,-0.1372,-0.0149,-0.1339,-0.0181,-0.1372,-0.0149,-0.1339,-0.0181
24.91,-0.1582,-0.0204,-0.1169,-0.0244,-0.1582,-0.0204,-0.1169,-0.0244
25.09,-0.0053,-0.0198,-0.0387,-0.0195,-0.0053,-0.0198,-0.0387,-0.0195
25.50,-0.0707,-0.0436,0.0121,-0.0223,-0.0707,-0.0436,0.0121,-0.0223
26.19,0.1779,0.0012,0.1088,-0.0118,0.1779,0.0012,0.1088,-0.0118
26.90,0.1167,-0.0292,0.1625,-0.0084,0.1167,-0.0292,0.1625,-0.0084
27.19,0.3253,0.0323,0.2366,0.0027,0.3253,0.0323,0.2366,0.0027
27.89,0.2633,-0.0028,0.2932,0.0215,0.2633,-0.0028,0.2932,0.0215
28.89,0.3000,0.0117,0.3907,0.0595,0.3000,0.0117,0.3907,0.0595
29.02,0.4608,0.0955,0.4357,0.0759,0.4608,0.0955,0.4357,0.0759
29.49,0.6039,0.1610,0.5114,0.1098,0.6039,0.1610,0.5114,0.1098
30.19,0.5504,0.1143,0.5905,0.1456,0.5504,0.1143,0.5905,0.1456
30.49,0.6421,0.1664,0.6286,0.1529,0.6421,0.1664,0.6286,0.1529
30.89,0.6955,0.1908,0.6770,0.1763,0.6955,0.1908,0.6770,0.1763
31.59,0.6512,0.1322,0.7293,0.1960,0.6512,0.1322,0.7293,0.1960
31.89,0.8459,0.2776,0.7945,0.2381,0.8459,0.2776,0.7945,0.2381
32.49,0.8118,0.2128,0.8192,0.2499,0.8118,0.2128,0.8192,0.2499
33.29,0.9678,0.3770,0.8752,0.2892,0.9678,0.3770,0.8752,0.2892
