elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
7.61,-0.4063,-0.6008,-0.5743,-0.8493
8.17,-0.0921,0.8525,-0.1243,1.1507
11.32,0.5414,-0.9015,0.6757,-1.1698
16.32,-0.8769,-0.5964,-1.0743,-0.8223
16.89,0.6777,0.7088,0.9257,0.8777
23.41,0.5367,-0.1418,0.8257,-0.2223
25.88,-0.8738,0.7876,-1.0243,1.0471
26.48,-0.9167,-1.0729,-1.0243,-1.3529
26.99,0.1088,-1.2766,0.2257,-1.5529
28.80,0.9034,-1.0514,1.1257,-1.2529
35.20,-0.9453,-0.5622,-1.1243,-0.8029
35.65,0.7703,0.8397,1.0257,0.9971
38.88,-0.8581,0.7973,-1.0243,1.0471
39.41,0.5271,-0.0235,0.8257,-0.0529
41.26,0.1032,-1.2791,0.2257,-1.5529
44.29,-0.9035,-1.0783,-1.0243,-1.3529
48.07,1.1497,-1.0556,1.3757,-1.2529
51.66,0.8545,1.1187,1.1257,1.2471
53.29,-0.9801,-0.5399,-1.1243,-0.8029
53.83,-0.4106,-1.2032,-0.4243,-1.5029
56.44,1.3376,0.0307,1.6257,-0.0529
60.30,0.3741,1.2749,0.5757,1.4971
62.10,-0.9220,-1.0709,-1.0243,-1.3529
63.41,0.1465,-1.3136,0.2257,-1.6029
65.79,1.0240,0.7838,1.2757,0.9471
69.18,-1.0471,-0.0347,-1.3373,-0.1109
69.68,1.2235,-0.4314,1.5127,-0.5109
70.35,-1.5095,-0.9156,-1.7373,-1.1109
71.41,1.8167,0.3903,2.1127,0.4391
71.95,-0.0163,1.6478,0.0555,1.9391
