elapsed_s,x_rel_m,y_rel_m,x_explored_m,y_explored_m
17.62,0.0000,0.0000,0.0000,0.0000
23.32,0.0166,-0.0016,0.0166,-0.0016
24.05,0.0731,0.0163,0.0731,0.0163
24.72,0.1249,0.0463,0.1249,0.0463
25.42,0.1717,0.0835,0.1717,0.0835
26.04,0.2136,0.1302,0.2136,0.1302
26.52,0.0393,0.0918,0.0393,0.0918
27.64,0.0000,0.0658,0.0000,0.0658
27.82,-0.1753,-0.0608,-0.1753,-0.0608
28.92,-0.1868,-0.0706,-0.1868,-0.0706
29.32,-0.1349,-0.0150,-0.1349,-0.0150
30.42,-0.1129,0.0184,-0.1129,0.0184
31.02,-0.1810,-0.0405,-0.1810,-0.0405
31.42,-0.2266,-0.0747,-0.2266,-0.0747
32.12,-0.2182,-0.0115,-0.2182,-0.0115
32.72,-0.2217,0.0522,-0.2217,0.0522
33.32,-0.2776,-0.0265,-0.2776,-0.0265
34.29,-0.3272,0.0131,-0.3272,0.0131
34.42,-0.3489,-0.0589,-0.3489,-0.0589
34.72,-0.3538,-0.1699,-0.3538,-0.1699
35.42,-0.3465,-0.2223,-0.3465,-0.2223
35.85,-0.2636,-0.5035,-0.2636,-0.5035
36.75,-0.3123,-0.4372,-0.3123,-0.4372
37.35,-0.3522,-0.3746,-0.3522,-0.3746
38.32,-0.2988,-0.4505,-0.2988,-0.4505
38.72,-0.2670,-0.4971,-0.2670,-0.4971
39.72,-0.2747,-0.4897,-0.2747,-0.4897
40.82,-0.2713,-0.4948,-0.2713,-0.4948
41.84,-0.2766,-0.4875,-0.2766,-0.4875
42.95,-0.2762,-0.4877,-0.2762,-0.4877
44.02,-0.2749,-0.4879,-0.2749,-0.4879
45.04,-0.2802,-0.4825,-0.2802,-0.4825
46.05,-0.2696,-0.4926,-0.2696,-0.4926
47.06,-0.2779,-0.4854,-0.2779,-0.4854
48.12,-0.2937,-0.4732,-0.2937,-0.4732
49.13,-0.3056,-0.4641,-0.3056,-0.4641
50.22,-0.3226,-0.4513,-0.3226,-0.4513
50.72,-0.2835,-0.4981,-0.2835,-0.4981
51.73,-0.2925,-0.4862,-0.2925,-0.4862
52.74,-0.3016,-0.4742,-0.3016,-0.4742
53.74,-0.3076,-0.4662,-0.3076,-0.4662
54.82,-0.3245,-0.4439,-0.3245,-0.4439
55.92,-0.3405,-0.4228,-0.3405,-0.4228
57.07,-0.3549,-0.4040,-0.3549,-0.4040
58.07,-0.3661,-0.3893,-0.3661,-0.3893
59.12,-0.3807,-0.3703,-0.3807,-0.3703
59.72,-0.2811,-0.4955,-0.2811,-0.4955
60.72,-0.3092,-0.4571,-0.3092,-0.4571
61.89,-0.3259,-0.4344,-0.3259,-0.4344
62.93,-0.3394,-0.4160,-0.3394,-0.4160
63.12,-0.2962,-0.4733,-0.2962,-0.4733
64.12,-0.2913,-0.4796,-0.2913,-0.4796
65.12,-0.3002,-0.4675,-0.3002,-0.4675
66.22,-0.3105,-0.4570,-0.3105,-0.4570
