elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
17.20,0.0000,0.0000,0.0359,0.0008,0.0000,0.0000,0.0359,0.0008
33.80,0.0242,-0.0037,0.0619,0.0073,0.0242,-0.0037,0.0619,0.0073
34.50,0.0836,0.0061,0.0881,0.0170,0.0836,0.0061,0.0881,0.0170
35.40,0.1398,0.0268,0.1270,0.0352,0.1398,0.0268,0.1270,0.0352
35.79,0.1931,0.0559,0.1317,0.0579,0.1931,0.0559,0.1317,0.0579
36.85,0.1945,0.0911,0.1307,0.0869,0.1945,0.0911,0.1307,0.0869
37.01,0.0473,0.1096,0.0794,0.0900,0.0473,0.1096,0.0794,0.0900
37.50,0.0789,0.1513,0.0224,0.0995,0.0789,0.1513,0.0224,0.0995
37.99,-0.1170,0.0419,-0.0615,0.0771,-0.1170,0.0419,-0.0615,0.0771
38.60,-0.0917,0.1036,-0.1173,0.0615,-0.0917,0.1036,-0.1173,0.0615
38.95,-0.2248,-0.0211,-0.2036,0.0059,-0.2248,-0.0211,-0.2036,0.0059
39.71,-0.2316,0.0316,-0.2252,-0.0032,-0.2316,0.0316,-0.2252,-0.0032
40.20,-0.3526,-0.1267,-0.2697,-0.0387,-0.3526,-0.1267,-0.2697,-0.0387
