elapsed_s,x_m,y_m
6.09,0.0000,0.0000
21.22,-0.2266,0.0061
23.02,0.0351,0.0091
24.72,0.1904,-0.1249
26.06,0.3488,-0.2708
29.62,0.2605,-0.0761
30.82,0.0461,-0.0675
32.22,-0.1658,-0.1074
33.02,0.1038,-0.1569
34.12,0.3070,-0.0822
34.62,0.6009,-0.0944
36.62,0.3962,-0.0466
36.93,0.1322,0.0554
37.92,0.0016,0.2090
40.92,-0.0099,0.0092
42.72,0.1488,0.1442
44.72,0.2648,0.3340
46.22,0.4319,0.4599
50.92,0.3260,0.6351
52.13,0.1123,0.6144
54.21,0.2993,0.5420
54.82,0.5141,0.6103
56.92,0.7343,0.5623
58.92,0.5325,0.5661
60.42,0.2916,0.5154
61.12,0.4819,0.6257
63.03,0.4421,0.4184
64.61,0.4440,0.2039
65.12,0.3865,-0.0075
65.62,0.2669,-0.1714
67.02,0.1870,0.0514
71.62,0.0825,-0.1356
75.12,-0.0503,0.0318
76.43,-0.1930,0.1928
78.32,-0.4097,0.2292
79.33,-0.2208,0.0402
79.63,-0.0329,-0.1570
82.92,-0.1300,0.0309
84.22,-0.1323,0.2637
86.03,-0.0765,0.0585
87.22,0.0702,-0.0986
87.62,0.2802,-0.0251
90.42,0.2361,0.1796
91.73,0.3317,0.3725
93.72,0.3646,0.6209
94.02,0.1386,0.6575
96.22,0.2507,0.3643
96.52,0.3794,0.1991
97.73,0.4696,0.0041
98.23,0.3605,-0.2624
99.63,0.1136,-0.1507
99.83,-0.0121,0.0308
101.62,0.1772,0.1467
103.03,0.3547,0.2550
104.22,0.5032,0.4111
105.42,0.5914,0.6067
105.72,0.7918,0.6054
107.92,0.6099,0.8002
108.22,0.4324,0.9135
109.42,0.2176,0.9012
109.92,0.0088,1.0159
111.72,0.2225,1.1696
116.15,0.0637,1.0439
119.32,0.1914,1.2050
120.52,0.4031,1.2413
121.72,0.5994,1.3294
122.02,0.4004,1.2229
123.42,0.5662,1.4115
124.19,0.3287,1.2355
124.42,0.1891,1.0568
125.82,0.1511,0.8539
128.22,0.0191,0.6825
130.02,0.0732,0.4807
131.23,0.1929,0.2994
132.23,0.4025,0.2938
134.83,0.4836,0.1076
136.02,0.5586,-0.0793
136.92,0.7700,-0.1024
138.12,0.8175,0.1507
138.62,0.7465,0.3481
139.92,0.6264,0.5487
141.12,0.5158,0.7342
142.02,0.4258,0.4933
144.42,0.1856,0.5629
145.62,0.0755,0.3792
146.32,-0.0846,0.2032
151.02,0.1103,0.2654
152.33,0.3879,0.4438
154.52,0.2687,0.2659
156.62,0.3426,0.4590
157.83,0.5403,0.5445
160.32,0.6376,0.7555
162.62,0.7259,1.0124
166.42,0.6117,0.8026
166.62,0.4898,0.6274
168.63,0.3301,0.4616
174.52,0.6384,0.8642
178.63,0.5101,0.6957
179.92,0.3845,0.5210
182.52,0.6102,0.5828
182.82,0.8409,0.6408
184.25,0.6359,0.6967
185.96,0.4800,0.8342
186.52,0.6836,0.7346
