elapsed_s,area_m2,percent_known,known_cells,total_cells
3.38,4.765,84.04,1906,2268
5.02,4.765,84.04,1906,2268
5.95,4.765,84.04,1906,2268
6.91,4.765,84.04,1906,2268
7.85,4.765,84.04,1906,2268
8.59,4.765,84.04,1906,2268
9.40,4.765,84.04,1906,2268
10.13,4.765,84.04,1906,2268
11.42,4.765,84.04,1906,2268
12.09,4.765,84.04,1906,2268
13.25,4.765,84.04,1906,2268
14.25,4.765,84.04,1906,2268
15.10,4.765,84.04,1906,2268
16.12,4.765,84.04,1906,2268
17.09,4.765,84.04,1906,2268
18.17,4.765,84.04,1906,2268
19.09,4.765,84.04,1906,2268
20.12,4.765,84.04,1906,2268
21.09,4.765,84.04,1906,2268
22.08,4.765,84.04,1906,2268
23.44,4.765,84.04,1906,2268
24.25,4.765,84.04,1906,2268
25.74,5.828,94.07,2331,2478
26.09,5.828,94.07,2331,2478
27.08,5.828,94.07,2331,2478
28.12,5.828,94.07,2331,2478
29.39,5.828,94.07,2331,2478
30.13,5.828,94.07,2331,2478
31.30,5.828,94.07,2331,2478
32.14,5.828,94.07,2331,2478
33.12,5.828,94.07,2331,2478
34.09,5.828,94.07,2331,2478
35.09,5.828,94.07,2331,2478
36.09,5.828,94.07,2331,2478
37.45,6.990,80.32,2796,3481
38.13,6.990,80.32,2796,3481
39.16,6.990,80.32,2796,3481
