elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
12.96,0.0000,0.0000,-0.0078,-0.0002,0.0000,0.0000,-0.0078,-0.0002
17.65,-0.0039,-0.0001,-0.0145,-0.0005,-0.0039,-0.0001,-0.0145,-0.0005
18.75,-0.0195,-0.0006,-0.0215,-0.0011,-0.0195,-0.0006,-0.0215,-0.0011
19.84,-0.0347,-0.0014,-0.0352,-0.0029,-0.0347,-0.0014,-0.0352,-0.0029
20.89,-0.0493,-0.0034,-0.0490,-0.0051,-0.0493,-0.0034,-0.0490,-0.0051
21.94,-0.0685,-0.0091,-0.0634,-0.0090,-0.0685,-0.0091,-0.0634,-0.0090
23.03,-0.0731,-0.0110,-0.0783,-0.0149,-0.0731,-0.0110,-0.0783,-0.0149
24.23,-0.0914,-0.0199,0.0226,0.0381,-0.0914,-0.0199,0.0226,0.0381
25.49,-0.1093,-0.0311,0.1259,0.0893,-0.1093,-0.0311,0.1259,0.0893
26.04,0.4551,0.2618,0.2301,0.1395,0.4551,0.2618,0.2301,0.1395
27.14,0.4484,0.2465,0.3348,0.1885,0.4484,0.2465,0.3348,0.1885
28.15,0.4475,0.2402,0.4447,0.2464,0.4475,0.2402,0.4447,0.2464
29.25,0.4324,0.2252,0.4425,0.2417,0.4324,0.2252,0.4425,0.2417
30.29,0.4400,0.2581,0.4411,0.2376,0.4400,0.2581,0.4411,0.2376
31.31,0.4442,0.2384,0.4395,0.2355,0.4442,0.2384,0.4395,0.2355
32.40,0.4415,0.2259,0.4396,0.2378,0.4415,0.2259,0.4396,0.2378
33.44,0.4392,0.2297,0.4357,0.2352,0.4392,0.2297,0.4357,0.2352
34.44,0.4329,0.2369,0.4273,0.2381,0.4329,0.2369,0.4273,0.2381
35.54,0.4207,0.2453,0.4123,0.2439,0.4207,0.2453,0.4123,0.2439
36.54,0.4019,0.2525,0.2970,0.2385,0.4019,0.2525,0.2970,0.2385
37.64,0.3669,0.2551,0.1731,0.2278,0.3669,0.2551,0.1731,0.2278
38.64,-0.1372,0.2030,0.1111,0.2234,-0.1372,0.2030,0.1111,0.2234
39.44,-0.1870,0.1831,0.0142,0.2137,-0.1870,0.1831,0.0142,0.2137
