elapsed_s,x_m,y_m
9.23,0.0000,0.0000
22.39,0.2152,-0.0047
25.68,-0.1513,-0.0213
29.08,-0.4086,-0.0346
31.38,-0.6617,0.1794
36.18,-0.7679,-0.0184
36.39,-0.9308,0.1637
36.88,-1.0724,0.3115
37.60,-1.0955,0.5609
38.21,-1.0643,0.7814
38.88,-1.0664,0.9928
50.61,-1.1941,0.8342
51.78,-1.3460,0.6974
52.50,-1.3256,0.4707
54.40,-1.1151,0.6527
55.88,-0.9363,0.7448
60.49,-1.1655,0.7478
62.57,-0.9554,0.8046
63.89,-0.7543,0.8127
74.38,-0.5521,0.8822
75.38,-0.3490,0.8995
76.09,-0.1192,0.6553
79.69,-0.3180,0.6210
81.19,-0.5436,0.6035
84.48,-1.1101,0.7847
85.48,-1.3420,0.9646
86.63,-1.4942,1.0968
88.39,-1.2888,0.9077
96.99,-1.1679,0.7304
98.99,-1.0478,0.4535
101.49,-1.0935,0.7406
102.18,-1.0986,1.0093
106.48,-1.0776,0.7958
112.99,-1.1507,0.5935
114.48,-1.0679,0.7877
123.08,-1.1289,0.5827
125.38,-1.0507,0.7871
129.40,-0.9401,0.9582
