elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
8.82,0.0000,0.0000,-0.0218,-0.0013,0.0000,0.0000,-0.0218,-0.0013
11.82,-0.0061,-0.0001,-0.0383,-0.0037,-0.0061,-0.0001,-0.0383,-0.0037
12.32,-0.0593,-0.0037,-0.0509,-0.0063,-0.0593,-0.0037,-0.0509,-0.0063
13.40,-0.0878,-0.0109,-0.0686,-0.0119,-0.0878,-0.0109,-0.0686,-0.0119
14.43,-0.1011,-0.0169,-0.0419,-0.0101,-0.1011,-0.0169,-0.0419,-0.0101
15.44,-0.0886,-0.0281,-0.0080,-0.0104,-0.0886,-0.0281,-0.0080,-0.0104
15.72,0.1272,0.0092,0.0266,-0.0170,0.1272,0.0092,0.0266,-0.0170
16.84,0.1103,-0.0052,0.0777,-0.0130,0.1103,-0.0052,0.0777,-0.0130
19.32,0.0850,-0.0438,0.1842,0.0329,0.0850,-0.0438,0.1842,0.0329
19.42,0.1547,0.0030,0.2573,0.0758,0.1547,0.0030,0.2573,0.0758
19.63,0.4438,0.2012,0.3332,0.1151,0.4438,0.2012,0.3332,0.1151
19.76,0.4929,0.2239,0.3953,0.1548,0.4929,0.2239,0.3953,0.1548
20.94,0.4896,0.1910,0.4754,0.2054,0.4896,0.1910,0.4754,0.2054
