elapsed_s,x_m,y_m
10.14,0.0000,0.0000
45.99,-0.0587,0.2084
47.00,-0.1827,0.3743
47.51,-0.2215,0.1143
48.19,-0.0445,-0.0262
48.69,0.1469,-0.1225
49.99,0.0676,0.0710
52.79,-0.0942,0.2270
54.00,0.0100,0.0272
54.69,0.1180,-0.1576
55.97,-0.0366,-0.0050
60.09,0.1236,-0.1941
61.19,0.0942,0.0291
64.70,-0.0152,0.2278
67.39,0.1446,0.4336
68.10,0.1221,0.1712
68.59,0.1234,-0.0858
69.29,0.2048,-0.2764
70.29,0.0762,-0.0999
73.09,0.1220,0.0982
74.00,-0.0928,0.1083
75.70,0.0010,-0.0764
77.50,0.1847,-0.1760
78.69,0.3690,-0.2906
81.59,0.1810,-0.1799
86.29,-0.0038,-0.0588
