elapsed_s,x_m,y_m
5.54,0.0000,0.0000
149.93,-0.2087,-0.0114
151.03,-0.3678,0.1386
151.83,-0.2915,0.3239
152.34,-0.1118,0.2297
154.94,-0.2509,0.3967
155.13,-0.1487,0.1934
155.74,0.0344,0.0819
156.64,0.2237,0.0143
157.63,0.0625,0.1698
159.87,0.0146,0.3687
164.43,0.0932,0.1662
164.94,0.1867,-0.0149
166.73,0.0521,0.1551
168.13,0.1789,-0.0198
170.53,0.0618,0.1614
172.84,-0.0215,0.3561
176.23,0.0505,0.1606
187.33,0.1713,-0.0190
188.64,0.0977,0.1808
189.64,0.1707,-0.0054
192.93,0.1959,-0.2097
209.06,-0.0425,-0.0381
212.03,-0.1372,0.1997
213.23,-0.1119,-0.0125
213.93,0.0713,-0.1234
215.73,-0.1166,-0.0285
217.54,0.1087,-0.1523
219.88,-0.0478,-0.0000
222.93,-0.2096,0.1496
223.84,-0.0503,-0.0110
224.53,0.1154,-0.1712
226.65,-0.1729,0.1211
228.34,0.0902,-0.1457
229.44,0.2444,-0.2805
230.53,0.0966,-0.1236
231.64,-0.0563,0.0206
237.13,-0.2314,0.1490
238.24,-0.0401,-0.0440
239.34,0.1213,-0.1631
240.34,-0.0188,-0.0096
243.53,-0.1043,0.1811
244.53,-0.0318,-0.0054
245.33,0.0909,-0.2069
246.63,0.0338,-0.0086
247.64,-0.0437,0.1769
248.33,0.0338,-0.0954
250.26,0.0308,0.1293
251.93,0.0189,-0.1016
252.83,0.0963,-0.3175
254.43,0.0878,-0.1060
268.74,0.1300,0.1173
272.33,0.0569,-0.0862
275.14,0.1064,0.1308
275.73,0.0330,-0.0661
276.74,-0.0492,-0.2576
277.83,0.0799,-0.0858
284.53,-0.0795,-0.2257
291.73,-0.2845,-0.2957
293.74,-0.1908,-0.0600
294.44,0.0434,-0.0282
296.95,-0.1558,-0.0893
301.44,0.0754,-0.1914
303.23,-0.1255,-0.2696
304.43,0.0704,-0.1507
305.03,0.2262,-0.0172
307.34,0.0599,-0.1505
309.43,0.2355,0.0008
311.04,0.0653,-0.1534
313.24,0.2285,-0.0102
314.75,0.0727,-0.1522
318.73,-0.0832,-0.3072
320.03,0.1086,-0.1182
321.63,-0.0537,-0.2755
322.64,0.1470,-0.1004
325.56,-0.0017,-0.2515
328.83,-0.1974,-0.2100
332.94,-0.0492,-0.0726
334.33,-0.2497,-0.1446
335.43,-0.0589,-0.2199
337.24,-0.2873,-0.2968
337.93,-0.0847,-0.2292
340.74,0.1433,-0.0985
343.04,-0.0448,-0.1709
344.04,-0.2227,-0.2820
345.13,-0.0336,-0.1921
