elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
6.06,-0.6514,-0.1938,-0.9390,-0.2794
6.53,-1.1943,0.8470,-1.4390,1.0206
11.54,-1.9260,-0.2858,-2.2228,-0.3294
12.04,-2.0078,1.0800,-2.2728,1.2206
15.01,-0.9924,0.3640,-1.2728,0.4706
20.56,-1.4745,-0.3251,-1.7691,-0.3821
21.15,-2.0230,0.3693,-2.3191,0.4179
30.04,-2.0257,-0.3369,-2.3191,-0.3994
35.17,-2.2895,0.9916,-2.5691,1.1006
43.30,-2.0221,0.4578,-2.3191,0.5006
48.86,-1.8244,-0.3430,-2.1191,-0.3994
56.04,-2.2907,0.9888,-2.5691,1.1006
64.96,-2.2789,0.3744,-2.5691,0.4506
75.35,-0.5932,-0.2885,-0.8691,-0.4063
75.94,1.1023,0.1824,1.3809,0.2937
76.43,-0.9447,1.5468,-1.1191,1.7909
