elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
14.45,0.0000,0.0000,-0.0312,-0.0036,0.0000,0.0000,-0.0312,-0.0036
20.16,-0.0206,-0.0009,-0.0538,-0.0101,-0.0206,-0.0009,-0.0538,-0.0101
20.75,-0.0731,-0.0100,-0.0766,-0.0198,-0.0731,-0.0100,-0.0766,-0.0198
21.35,-0.1215,-0.0295,-0.0988,-0.0358,-0.1215,-0.0295,-0.0988,-0.0358
21.95,-0.1681,-0.0585,-0.0947,-0.0479,-0.1681,-0.0585,-0.0947,-0.0479
22.76,-0.1107,-0.0800,-0.0867,-0.0682,-0.1107,-0.0800,-0.0867,-0.0682
22.86,-0.0002,-0.0614,-0.0520,-0.0787,-0.0002,-0.0614,-0.0520,-0.0787
23.56,-0.0332,-0.1117,0.0107,-0.0833,-0.0332,-0.1117,0.0107,-0.0833
23.98,0.0523,-0.0819,0.0788,-0.0708,0.0523,-0.0819,0.0788,-0.0708
24.95,0.1453,-0.0816,0.1380,-0.0507,0.1453,-0.0816,0.1380,-0.0507
25.05,0.2300,-0.0172,0.2103,-0.0258,0.2300,-0.0172,0.2103,-0.0258
25.25,0.2959,0.0389,0.2745,0.0113,0.2959,0.0389,0.2745,0.0113
26.28,0.3282,0.0129,0.3341,0.0740,0.3282,0.0129,0.3341,0.0740
26.40,0.3730,0.1038,0.3757,0.2665,0.3730,0.1038,0.3757,0.2665
26.75,0.4432,0.2319,0.3957,0.3234,0.4432,0.2319,0.3957,0.3234
30.16,0.4383,0.9449,0.4182,0.4269,0.4383,0.9449,0.4182,0.4269
