status,start_datetime,completion_datetime,elapsed_s,coverage_pct,goals_reached,path_points,nav_goals,frontier_points,final_map_x_m,final_map_y_m,final_odom_x_m,final_odom_y_m,final_room_x_m,final_room_y_m
complete,2026-04-08 16:21:08,2026-04-08 16:21:50,42.1,97.10,1,25,1,33,-0.1911,0.4131,0.2706,-0.6502,0.1911,-0.4131
