elapsed_s,x_rel_m,y_rel_m,x_explored_m,y_explored_m
13.24,0.0000,0.0000,0.0000,0.0000
23.33,-0.0032,0.0003,-0.0032,0.0003
24.40,-0.0075,0.0013,-0.0075,0.0013
25.45,-0.0259,0.0219,-0.0259,0.0219
26.43,-0.0474,0.1008,-0.0474,0.1008
27.05,-0.0607,0.1578,-0.0607,0.1578
27.63,-0.0732,0.2138,-0.0732,0.2138
28.63,0.0041,0.1011,0.0041,0.1011
29.13,-0.0173,0.1589,-0.0173,0.1589
30.19,0.0201,0.0784,0.0201,0.0784
30.83,0.0815,-0.0798,0.0815,-0.0798
31.53,0.0508,-0.0249,0.0508,-0.0249
31.83,0.1216,-0.1931,0.1216,-0.1931
32.07,0.1551,-0.2715,0.1551,-0.2715
33.03,0.2028,-0.3542,0.2028,-0.3542
34.03,0.2423,-0.4011,0.2423,-0.4011
34.63,0.2078,-0.3636,0.2078,-0.3636
35.67,0.2055,-0.3621,0.2055,-0.3621
36.73,0.1794,-0.3377,0.1794,-0.3377
37.82,0.1871,-0.3436,0.1871,-0.3436
39.04,0.1659,-0.3296,0.1659,-0.3296
39.73,0.1178,-0.3000,0.1178,-0.3000
40.74,0.1474,-0.3165,0.1474,-0.3165
41.06,0.2464,-0.4070,0.2464,-0.4070
42.03,0.1911,-0.4131,0.1911,-0.4131
