elapsed_s,x_rel_m,y_rel_m,x_explored_m,y_explored_m
17.76,0.0000,0.0000,0.0000,0.0000
21.06,-0.0017,-0.0000,-0.0017,-0.0000
22.06,-0.0167,-0.0011,-0.0167,-0.0011
23.19,-0.0312,-0.0048,-0.0312,-0.0048
24.26,-0.0447,-0.0112,-0.0447,-0.0112
25.26,-0.0565,-0.0204,-0.0565,-0.0204
26.38,-0.0667,-0.0314,-0.0667,-0.0314
27.46,-0.0764,-0.0488,-0.0764,-0.0488
28.46,-0.0798,-0.0583,-0.0798,-0.0583
29.36,0.1144,0.0424,0.1144,0.0424
29.66,0.5083,0.3406,0.5083,0.3406
30.66,0.5082,0.3402,0.5082,0.3402
31.67,0.5081,0.3402,0.5081,0.3402
32.76,0.4973,0.3647,0.4973,0.3647
33.77,0.4879,0.3882,0.4879,0.3882
34.78,0.4818,0.4035,0.4818,0.4035
36.06,0.4811,0.4051,0.4811,0.4051
37.08,0.4715,0.4285,0.4715,0.4285
38.16,0.4693,0.4341,0.4693,0.4341
41.67,0.4671,0.4390,0.4671,0.4390
42.76,0.4576,0.4623,0.4576,0.4623
43.82,0.4526,0.4747,0.4526,0.4747
