elapsed_s,x_m,y_m
11.11,0.0000,0.0000
26.69,-0.0846,-0.2036
32.23,0.3434,0.3893
33.68,0.1183,0.2406
34.28,-0.0159,0.0723
35.29,-0.1436,-0.0994
38.51,0.0167,0.1578
39.39,0.1558,0.3488
40.80,0.0798,0.1597
42.98,0.1710,0.3705
44.48,0.0519,0.1953
45.50,-0.0763,0.0174
46.69,0.0668,0.2157
47.89,-0.0150,0.0117
50.51,0.0648,0.2324
51.19,0.1602,0.4150
52.80,0.0821,0.2099
53.28,-0.0124,-0.0431
54.49,0.0584,0.1619
56.70,0.0765,-0.0558
57.82,0.2603,0.0554
58.78,0.3662,0.2554
59.38,0.2547,0.4671
96.98,0.0612,0.6611
98.98,0.2002,0.5077
100.19,0.3788,0.3850
