elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
23.09,0.0000,0.0000,-0.0392,-0.0010,0.0000,0.0000,-0.0392,-0.0010
26.10,-0.0250,-0.0006,-0.0667,-0.0017,-0.0250,-0.0006,-0.0667,-0.0017
26.81,-0.0926,-0.0024,-0.0979,-0.0025,-0.0926,-0.0024,-0.0979,-0.0025
27.77,-0.1492,-0.0036,-0.1183,-0.0028,-0.1492,-0.0036,-0.1183,-0.0028
28.41,-0.2227,-0.0057,-0.1413,-0.0055,-0.2227,-0.0057,-0.1413,-0.0055
28.80,-0.1019,-0.0015,-0.1588,-0.0112,-0.1019,-0.0015,-0.1588,-0.0112
29.96,-0.1399,-0.0142,-0.1435,-0.0157,-0.1399,-0.0142,-0.1435,-0.0157
30.99,-0.1800,-0.0309,-0.0633,-0.0149,-0.1800,-0.0309,-0.0633,-0.0149
31.09,-0.0729,-0.0263,-0.0080,-0.0295,-0.0729,-0.0263,-0.0080,-0.0295
31.41,0.1780,-0.0014,0.0794,-0.0246,0.1780,-0.0014,0.0794,-0.0246
32.39,0.1748,-0.0748,0.2023,0.0031,0.1748,-0.0748,0.2023,0.0031
32.89,0.2971,0.0102,0.2975,0.0167,0.2971,0.0102,0.2975,0.0167
33.09,0.4346,0.1078,0.3696,0.0565,0.4346,0.1078,0.3696,0.0565
34.09,0.4030,0.0416,0.4381,0.0970,0.4030,0.0416,0.4381,0.0970
34.49,0.5385,0.1978,0.4733,0.1187,0.5385,0.1978,0.4733,0.1187
34.99,0.5172,0.1277,0.4862,0.1224,0.5172,0.1277,0.4862,0.1224
