elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
6.79,0.4054,-0.3288,0.6384,-0.5178
7.93,-1.1045,-0.6633,-1.3616,-0.8178
8.47,-1.3177,0.2721,-1.6116,0.3322
16.74,-1.6107,-0.9036,-1.8617,-1.0678
18.81,-1.0632,-0.1883,-1.3617,-0.2178
19.26,-1.8271,0.5372,-2.1117,0.6322
20.05,0.4553,-0.7295,0.5383,-1.0178
32.46,-1.1622,-0.1339,-1.4617,-0.1178
32.86,-1.8267,0.5387,-2.1117,0.6322
45.04,-1.1120,-0.1318,-1.4117,-0.1198
55.35,0.4806,-0.7415,0.5883,-1.0215
68.03,-1.2139,-0.1074,-1.5117,-0.0715
76.35,-0.4672,-0.2285,-0.7617,-0.1715
89.39,-1.5261,-0.0132,-1.8117,0.0785
101.54,-0.8378,-0.1939,-1.1117,-0.0715
111.11,-0.6034,-1.4005,-0.8617,-1.5531
111.95,0.1400,-2.0076,0.0883,-2.3031
112.63,-0.7899,-2.4072,-0.9617,-2.6531
113.84,-1.4327,-0.0133,-1.7117,0.0969
123.75,-0.8502,-0.2001,-1.1117,-0.0531
124.53,-0.4689,-1.3770,-0.7117,-1.5531
125.04,-0.3615,-2.6799,-0.4617,-2.9627
