elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
25.39,0.0000,0.0000,-0.0097,-0.0003,0.0000,0.0000,-0.0097,-0.0003
31.18,-0.0072,-0.0002,-0.0177,-0.0011,-0.0072,-0.0002,-0.0177,-0.0011
32.25,-0.0220,-0.0007,-0.0263,-0.0026,-0.0220,-0.0007,-0.0263,-0.0026
33.28,-0.0416,-0.0033,-0.0412,-0.0057,-0.0416,-0.0033,-0.0412,-0.0057
34.38,-0.0608,-0.0089,-0.0554,-0.0094,-0.0608,-0.0089,-0.0554,-0.0094
35.47,-0.0743,-0.0155,-0.0704,-0.0162,-0.0743,-0.0155,-0.0704,-0.0162
36.51,-0.0784,-0.0183,0.0383,0.0287,-0.0784,-0.0183,0.0383,0.0287
38.29,-0.0968,-0.0352,0.1503,0.0732,-0.0968,-0.0352,0.1503,0.0732
38.68,0.5020,0.2214,0.2642,0.1153,0.5020,0.2214,0.2642,0.1153
39.72,0.4992,0.2139,0.3784,0.1564,0.4992,0.2139,0.3784,0.1564
40.89,0.4950,0.1946,0.4967,0.1999,0.4950,0.1946,0.4967,0.1999
41.98,0.4928,0.1875,0.5050,0.1886,0.4928,0.1875,0.5050,0.1886
43.07,0.4945,0.1821,0.5283,0.1818,0.4945,0.1821,0.5283,0.1818
43.97,0.5434,0.1651,0.5658,0.1846,0.5434,0.1651,0.5658,0.1846
44.77,0.6156,0.1799,0.6088,0.1916,0.6156,0.1799,0.6088,0.1916
45.30,0.6825,0.2082,0.6785,0.2909,0.6825,0.2082,0.6785,0.2909
46.33,0.7081,0.2225,0.7517,0.4371,0.7081,0.2225,0.7517,0.4371
46.58,0.8430,0.6788,0.7743,0.5583,0.8430,0.6788,0.7743,0.5583
46.78,0.9095,0.8959,0.7717,0.6702,0.9095,0.8959,0.7717,0.6702
47.14,0.7284,0.7862,0.7672,0.7903,0.7284,0.7862,0.7672,0.7903
47.79,0.6698,0.7677,0.7151,0.7767,0.6698,0.7677,0.7151,0.7767
48.20,0.6854,0.8231,0.6516,0.7316,0.6854,0.8231,0.6516,0.7316
48.57,0.5822,0.6105,0.6145,0.6842,0.5822,0.6105,0.6145,0.6842
49.37,0.5924,0.6705,0.5735,0.6150,0.5924,0.6705,0.5735,0.6150
50.38,0.5428,0.5494,0.5246,0.5439,0.5428,0.5494,0.5246,0.5439
51.27,0.4647,0.4214,0.4982,0.4628,0.4647,0.4214,0.4982,0.4628
51.99,0.4410,0.4676,0.4636,0.3792,0.4410,0.4676,0.4636,0.3792
52.27,0.4501,0.2053,0.4494,0.2746,0.4501,0.2053,0.4494,0.2746
53.12,0.4196,0.2526,0.4409,0.2054,0.4196,0.2526,0.4409,0.2054
53.28,0.4719,0.0263,0.4496,0.1007,0.4719,0.0263,0.4496,0.1007
53.97,0.4222,0.0755,0.4824,0.0123,0.4222,0.0755,0.4824,0.0123
54.37,0.4844,-0.0562,0.5170,-0.0870,0.4844,-0.0562,0.5170,-0.0870
55.27,0.6138,-0.2368,0.5569,-0.1635,0.6138,-0.2368,0.5569,-0.1635
56.35,0.5926,-0.2439,0.5986,-0.2489,0.5926,-0.2439,0.5986,-0.2489
57.07,0.6714,-0.3563,0.6721,-0.3303,0.6714,-0.3563,0.6721,-0.3303
58.08,0.6307,-0.3515,0.7696,-0.3921,0.6307,-0.3515,0.7696,-0.3921
59.08,0.8522,-0.4628,0.9132,-0.4367,0.8522,-0.4628,0.9132,-0.4367
62.87,1.1014,-0.5462,1.0523,-0.4521,1.1014,-0.5462,1.0523,-0.4521
63.07,1.3105,-0.4665,1.2285,-0.4516,1.3105,-0.4665,1.2285,-0.4516
63.27,1.3668,-0.4337,1.3597,-0.4300,1.3668,-0.4337,1.3597,-0.4300
63.67,1.5116,-0.3489,1.4384,-0.3977,1.5116,-0.3489,1.4384,-0.3977
64.71,1.5082,-0.3545,1.4746,-0.3836,1.5082,-0.3545,1.4746,-0.3836
65.77,1.4948,-0.3850,1.4986,-0.3807,1.4948,-0.3850,1.4986,-0.3807
66.79,1.4916,-0.3960,1.4935,-0.3957,1.4916,-0.3960,1.4935,-0.3957
67.81,1.4868,-0.4190,1.4898,-0.4060,1.4868,-0.4190,1.4898,-0.4060
68.89,1.4861,-0.4241,1.4882,-0.4130,1.4861,-0.4241,1.4882,-0.4130
