elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
20.51,0.0000,0.0000,0.0284,0.0186,0.0000,0.0000,0.0284,0.0186
36.62,0.0204,0.0075,0.0465,0.0379,0.0204,0.0075,0.0465,0.0379
37.34,0.0649,0.0484,0.0633,0.0599,0.0649,0.0484,0.0633,0.0599
38.11,0.1007,0.0957,0.0732,0.0813,0.1007,0.0957,0.0732,0.0813
38.62,0.1303,0.1479,0.0751,0.0979,0.1303,0.1479,0.0751,0.0979
39.52,0.0495,0.1073,0.0280,0.0548,0.0495,0.1073,0.0280,0.0548
40.76,0.0299,0.0903,-0.0247,0.0051,0.0299,0.0903,-0.0247,0.0051
41.20,-0.1707,-0.1671,-0.0846,-0.0576,-0.1707,-0.1671,-0.0846,-0.0576
42.20,-0.1624,-0.1528,-0.1242,-0.1056,-0.1624,-0.1528,-0.1242,-0.1056
43.21,-0.1696,-0.1654,-0.1533,-0.1376,-0.1696,-0.1654,-0.1533,-0.1376
44.21,-0.1484,-0.1328,-0.1365,-0.1036,-0.1484,-0.1328,-0.1365,-0.1036
44.62,-0.1153,-0.0696,-0.1261,-0.0820,-0.1153,-0.0696,-0.1261,-0.0820
45.30,-0.0870,0.0029,-0.1254,-0.0784,-0.0870,0.0029,-0.1254,-0.0784
46.32,-0.1104,-0.0453,-0.1258,-0.0688,-0.1104,-0.0453,-0.1258,-0.0688
46.63,-0.1660,-0.1475,-0.1285,-0.0589,-0.1660,-0.1475,-0.1285,-0.0589
47.43,-0.1504,-0.0847,-0.1329,-0.0532,-0.1504,-0.0847,-0.1329,-0.0532
48.00,-0.1287,-0.0197,-0.1320,-0.0408,-0.1287,-0.0197,-0.1320,-0.0408
49.01,-0.1086,0.0311,-0.1199,0.0040,-0.1086,0.0311,-0.1199,0.0040
50.09,-0.1063,0.0170,-0.1122,0.0512,-0.1063,0.0170,-0.1122,0.0512
50.91,-0.1051,0.0762,-0.1171,0.0622,-0.1051,0.0762,-0.1171,0.0622
51.18,-0.1120,0.1514,-0.1421,0.0128,-0.1120,0.1514,-0.1421,0.0128
51.30,-0.1532,0.0355,-0.1510,0.0118,-0.1532,0.0355,-0.1510,0.0118
51.80,-0.2337,-0.2159,-0.1663,-0.0097,-0.2337,-0.2159,-0.1663,-0.0097
