elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
14.40,0.0000,0.0000,-0.0132,-0.0003,0.0000,0.0000,-0.0132,-0.0003
19.30,-0.0063,-0.0000,-0.0220,-0.0007,-0.0063,-0.0000,-0.0220,-0.0007
20.39,-0.0333,-0.0009,-0.0315,-0.0018,-0.0333,-0.0009,-0.0315,-0.0018
21.49,-0.0483,-0.0021,-0.0486,-0.0040,-0.0483,-0.0021,-0.0486,-0.0040
22.60,-0.0698,-0.0060,-0.0674,-0.0074,-0.0698,-0.0060,-0.0674,-0.0074
23.71,-0.0855,-0.0110,-0.0928,-0.0171,-0.0855,-0.0110,-0.0928,-0.0171
24.80,-0.1001,-0.0173,-0.0000,-0.0091,-0.1001,-0.0173,-0.0000,-0.0091
25.33,-0.1602,-0.0491,0.0853,-0.0073,-0.1602,-0.0491,0.0853,-0.0073
25.74,0.4154,0.0376,0.1628,-0.0118,0.4154,0.0376,0.1628,-0.0118
26.30,0.3568,0.0030,0.2835,0.0022,0.3568,0.0030,0.2835,0.0022
27.20,0.3021,-0.0335,0.4228,0.0218,0.3021,-0.0335,0.4228,0.0218
27.40,0.5033,0.0529,0.4768,0.0408,0.5033,0.0529,0.4768,0.0408
28.50,0.5362,0.0489,0.5632,0.0776,0.5362,0.0489,0.5632,0.0776
28.70,0.6857,0.1326,0.6807,0.1325,0.6857,0.1326,0.6807,0.1325
29.59,0.7885,0.1871,0.7733,0.1789,0.7885,0.1871,0.7733,0.1789
30.30,0.8899,0.2410,0.8551,0.2122,0.8899,0.2410,0.8551,0.2122
30.60,0.9662,0.2850,0.8974,0.2321,0.9662,0.2850,0.8974,0.2321
31.39,0.9451,0.2153,0.9337,0.2471,0.9451,0.2153,0.9337,0.2471
