elapsed_s,area_m2,percent_known,known_cells,total_cells
0.68,4.753,80.55,1901,2360
2.48,4.753,80.55,1901,2360
3.70,4.753,80.55,1901,2360
5.25,4.753,80.55,1901,2360
6.38,4.753,80.55,1901,2360
7.44,4.753,80.55,1901,2360
8.18,4.753,80.55,1901,2360
9.30,4.753,80.55,1901,2360
10.58,4.753,80.55,1901,2360
11.36,4.753,80.55,1901,2360
12.21,4.753,80.55,1901,2360
13.04,4.753,80.55,1901,2360
13.98,4.753,80.55,1901,2360
15.08,4.753,80.55,1901,2360
16.13,4.753,80.55,1901,2360
16.96,4.753,80.55,1901,2360
17.68,4.753,80.55,1901,2360
18.74,4.753,80.55,1901,2360
19.66,4.753,80.55,1901,2360
20.66,4.753,80.55,1901,2360
21.66,4.753,80.55,1901,2360
22.68,4.753,80.55,1901,2360
23.66,4.753,80.55,1901,2360
25.28,5.303,89.87,2121,2360
25.67,5.303,89.87,2121,2360
26.66,5.340,90.51,2136,2360
27.87,5.368,90.97,2147,2360
28.66,5.368,90.97,2147,2360
29.66,5.368,90.97,2147,2360
