elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
16.31,0.0000,0.0000,-0.0074,-0.0002,0.0000,0.0000,-0.0074,-0.0002
20.31,-0.0036,-0.0001,-0.0140,-0.0006,-0.0036,-0.0001,-0.0140,-0.0006
21.31,-0.0187,-0.0006,-0.0219,-0.0013,-0.0187,-0.0006,-0.0219,-0.0013
22.41,-0.0336,-0.0016,-0.0354,-0.0030,-0.0336,-0.0016,-0.0354,-0.0030
23.51,-0.0535,-0.0043,-0.0511,-0.0058,-0.0535,-0.0043,-0.0511,-0.0058
24.64,-0.0679,-0.0082,-0.0663,-0.0100,-0.0679,-0.0082,-0.0663,-0.0100
25.71,-0.0817,-0.0141,0.0094,0.0103,-0.0817,-0.0141,0.0094,0.0103
26.82,-0.0946,-0.0217,0.1194,0.0396,-0.0946,-0.0217,0.1194,0.0396
27.91,0.3447,0.0999,0.2306,0.0673,0.3447,0.0999,0.2306,0.0673
28.31,0.4964,0.1423,0.3451,0.0977,0.4964,0.1423,0.3451,0.0977
29.31,0.4880,0.1299,0.4614,0.1281,0.4880,0.1299,0.4614,0.1281
30.41,0.4909,0.1380,0.4887,0.1325,0.4909,0.1380,0.4887,0.1325
31.41,0.4867,0.1303,0.4872,0.1309,0.4867,0.1303,0.4872,0.1309
32.41,0.4815,0.1220,0.4870,0.1305,0.4815,0.1220,0.4870,0.1305
33.51,0.4889,0.1344,0.4855,0.1268,0.4889,0.1344,0.4855,0.1268
34.57,0.4869,0.1279,0.4838,0.1232,0.4869,0.1279,0.4838,0.1232
35.61,0.4835,0.1193,0.4813,0.1188,0.4835,0.1193,0.4813,0.1188
36.61,0.4783,0.1122,0.4798,0.1152,0.4783,0.1122,0.4798,0.1152
37.61,0.4691,0.1003,0.4776,0.1108,0.4691,0.1003,0.4776,0.1108
38.71,0.4812,0.1164,0.4760,0.1079,0.4812,0.1164,0.4760,0.1079
39.81,0.4758,0.1057,0.4759,0.1057,0.4758,0.1057,0.4759,0.1057
40.82,0.4756,0.1050,0.4790,0.1048,0.4756,0.1050,0.4790,0.1048
41.83,0.4780,0.1012,0.4851,0.0981,0.4780,0.1012,0.4851,0.0981
42.91,0.4844,0.0954,0.5050,0.0878,0.4844,0.0954,0.5050,0.0878
43.91,0.5117,0.0834,0.5232,0.0784,0.5117,0.0834,0.5232,0.0784
44.61,0.5751,0.0541,0.5779,0.1162,0.5751,0.0541,0.5779,0.1162
45.62,0.5666,0.0580,0.6579,0.1818,0.5666,0.0580,0.6579,0.1818
45.91,0.7516,0.2904,0.7406,0.2396,0.7516,0.2904,0.7406,0.2396
46.22,0.8845,0.4232,0.8103,0.3036,0.8845,0.4232,0.8103,0.3036
46.91,0.9255,0.3722,0.8640,0.3859,0.9255,0.3722,0.8640,0.3859
47.97,0.9233,0.3743,0.8913,0.4213,0.9233,0.3743,0.8913,0.4213
48.52,0.8352,0.4696,0.9053,0.4296,0.8352,0.4696,0.9053,0.4296
49.21,0.8878,0.4675,0.9258,0.4494,0.8878,0.4675,0.9258,0.4494
49.91,0.9547,0.4646,0.9611,0.4713,0.9547,0.4646,0.9611,0.4713
50.51,1.0278,0.4709,0.9906,0.4810,1.0278,0.4709,0.9906,0.4810
51.23,1.1000,0.4838,1.0149,0.4974,1.1000,0.4838,1.0149,0.4974
51.61,0.9826,0.5182,1.0062,0.5177,0.9826,0.5182,1.0062,0.5177
52.66,1.0095,0.5495,1.0008,0.5294,1.0095,0.5495,1.0008,0.5294
53.02,0.9112,0.5662,0.9678,0.5447,0.9112,0.5662,0.9678,0.5447
