elapsed_s,x_m,y_m
9.56,0.0000,0.0000
24.75,0.2509,0.0043
25.55,0.4599,-0.0210
26.06,0.2590,-0.0880
27.17,0.3830,0.0789
28.04,0.0439,0.0091
30.24,0.2584,0.0460
31.64,0.3445,0.2431
31.95,0.1211,0.1694
34.95,-0.0248,0.0218
36.85,0.0902,0.2323
40.74,-0.0203,0.0560
64.25,-0.2181,-0.0366
66.01,0.0412,0.0130
66.64,0.2605,0.0695
70.86,-0.2859,0.0670
71.44,-0.0432,0.0262
74.74,0.1387,-0.0748
77.14,-0.0822,-0.0119
78.95,-0.2838,-0.0398
80.94,-0.0533,-0.0190
91.05,-0.2033,-0.1922
91.75,0.0834,0.0403
92.54,0.1752,0.2268
102.54,0.0751,0.0403
103.76,0.0300,-0.1701
105.24,0.1480,0.1275
105.85,0.1384,0.3552
108.55,0.0076,0.1385
109.85,0.1727,0.2981
110.64,0.3240,0.4563
112.55,0.1696,0.2793
118.04,-0.0366,0.2557
119.24,-0.2449,0.2024
119.84,-0.0514,0.0914
120.75,0.1488,0.1213
121.14,0.3387,0.1913
123.26,0.1373,0.1445
125.34,0.3929,0.2319
126.18,0.6409,0.2323
131.55,0.4407,0.2014
132.65,0.2497,0.1035
133.36,0.4622,0.0806
134.04,0.6676,0.1487
134.65,0.8602,0.2472
136.95,0.6552,0.1809
137.95,0.7910,0.3829
139.15,1.0026,0.4783
140.05,1.2528,0.5479
