elapsed_s,area_m2,percent_known,known_cells,total_cells
0.79,4.048,71.57,1619,2262
1.34,4.048,71.57,1619,2262
3.46,4.048,71.57,1619,2262
5.35,4.048,71.57,1619,2262
7.29,4.048,71.57,1619,2262
9.35,4.048,71.57,1619,2262
11.21,4.048,71.57,1619,2262
12.98,4.048,71.57,1619,2262
15.06,4.048,71.57,1619,2262
17.01,4.048,71.57,1619,2262
18.98,5.585,94.66,2234,2360
20.97,5.585,94.66,2234,2360
22.98,5.590,94.75,2236,2360
24.98,5.590,94.75,2236,2360
27.25,5.648,91.83,2259,2460
28.98,5.648,91.83,2259,2460
30.98,5.715,88.60,2286,2580
32.98,5.745,87.05,2298,2640
35.24,5.848,87.15,2339,2684
36.99,5.895,83.74,2358,2816
