elapsed_s,x_rel_m,y_rel_m
18.12,0.0000,0.0000
21.82,-0.0008,-0.0000
22.82,-0.0159,-0.0013
23.83,-0.0304,-0.0054
24.93,-0.0435,-0.0124
26.03,-0.0551,-0.0220
27.03,-0.0645,-0.0336
28.12,-0.0737,-0.0514
29.22,-0.0790,-0.0719
29.82,0.1048,0.0051
30.13,0.5065,0.2956
