elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
10.09,0.0233,-0.1035,0.0894,-0.3961
10.74,-0.7421,0.3700,-1.0106,0.5039
11.31,-0.7237,-0.5621,-0.9606,-0.7461
20.13,-1.0092,-0.1911,-1.3090,-0.2015
22.79,-0.2584,0.5754,-0.4590,0.7985
32.32,-0.2349,0.0766,-0.5090,0.1985
33.52,-1.8449,0.7734,-2.1176,0.8985
37.31,-1.0260,-0.0585,-1.3205,-0.0015
45.75,-0.2516,0.0723,-0.5237,0.1985
58.62,-1.0302,-0.0402,-1.3277,-0.0015
61.22,-0.4000,0.5531,-0.6277,0.7485
67.54,-1.2301,0.5527,-1.4922,0.6985
71.67,-0.2677,0.0777,-0.5422,0.1985
79.90,-1.0524,-0.0790,-1.3422,-0.0015
84.37,-1.5998,-0.7669,-1.8922,-0.8339
84.88,-1.5250,0.7799,-1.7922,0.9161
92.47,-0.2833,0.0646,-0.5422,0.2161
97.24,-1.6007,-0.7631,-1.8922,-0.8339
100.64,-0.9935,-0.0607,-1.2922,-0.0339
104.91,-1.5334,0.7880,-1.8047,0.9161
112.73,-1.6102,-0.8622,-1.9047,-0.9197
118.04,-1.0057,-0.0449,-1.3047,-0.0197
124.83,-1.5402,0.7696,-1.8047,0.9112
130.73,-1.5661,-0.8568,-1.8547,-0.9388
133.62,-1.1716,0.4618,-1.4547,0.5612
141.23,-0.5188,-0.7618,-0.7978,-0.8720
142.92,-1.7072,0.1536,-1.9978,0.2280
149.83,-1.4969,-1.0248,-1.7882,-1.0962
151.45,-1.5311,0.7492,-1.7882,0.9038
151.96,-0.9078,-0.0014,-1.1882,0.1051
161.86,-1.4574,0.1378,-1.7382,0.2433
163.42,-1.4077,-1.2505,-1.6882,-1.3567
170.85,-1.9499,0.1607,-2.2382,0.2433
179.40,-1.1593,0.1330,-1.4382,0.2433
188.23,-1.3838,0.5768,-1.6382,0.7357
