elapsed_s,x_rel_m,y_rel_m,x_explored_m,y_explored_m
20.27,0.0000,0.0000,0.0000,0.0000
25.06,-0.0100,-0.0002,-0.0100,-0.0002
25.76,-0.0843,-0.0019,-0.0843,-0.0019
27.13,-0.1258,-0.0029,-0.1258,-0.0029
33.25,-0.0655,-0.0636,-0.0655,-0.0636
33.45,0.1149,-0.0104,0.1149,-0.0104
34.46,0.1207,0.0028,0.1207,0.0028
35.49,0.1192,0.0015,0.1192,0.0015
36.05,0.0788,-0.0521,0.0788,-0.0521
37.23,0.0554,-0.0788,0.0554,-0.0788
38.66,0.1389,-0.0268,0.1389,-0.0268
39.07,0.1117,-0.0965,0.1117,-0.0965
39.75,0.1013,-0.1741,0.1013,-0.1741
40.56,0.1059,-0.2658,0.1059,-0.2658
40.76,0.1187,-0.3160,0.1187,-0.3160
40.96,0.3309,-0.1820,0.3309,-0.1820
41.05,0.2500,-0.0389,0.2500,-0.0389
41.65,0.2499,0.0405,0.2499,0.0405
42.35,0.2957,-0.0179,0.2957,-0.0179
43.06,0.3423,-0.0714,0.3423,-0.0714
43.86,0.3804,-0.1135,0.3804,-0.1135
44.35,0.2937,-0.0316,0.2937,-0.0316
45.36,0.3074,-0.0675,0.3074,-0.0675
45.88,0.3422,-0.1264,0.3422,-0.1264
46.68,0.3732,-0.1787,0.3732,-0.1787
47.05,0.2799,-0.0067,0.2799,-0.0067
48.05,0.2326,0.0741,0.2326,0.0741
49.05,0.2187,0.0979,0.2187,0.0979
50.08,0.2191,0.0973,0.2191,0.0973
51.15,0.2405,0.0577,0.2405,0.0577
51.85,0.2764,-0.0070,0.2764,-0.0070
52.86,0.2770,-0.0099,0.2770,-0.0099
53.11,0.2443,0.0451,0.2443,0.0451
54.05,0.2787,-0.0146,0.2787,-0.0146
55.69,0.2982,-0.0485,0.2982,-0.0485
57.05,0.3363,-0.1146,0.3363,-0.1146
57.16,0.3086,-0.0676,0.3086,-0.0676
57.25,0.2797,-0.0183,0.2797,-0.0183
57.35,0.2497,0.0326,0.2497,0.0326
58.44,0.2383,0.0523,0.2383,0.0523
59.60,0.2600,0.0138,0.2600,0.0138
60.45,0.2886,-0.0368,0.2886,-0.0368
60.56,0.3132,-0.0804,0.3132,-0.0804
61.05,0.2882,-0.0360,0.2882,-0.0360
61.35,0.2532,0.0259,0.2532,0.0259
62.40,0.2405,0.0484,0.2405,0.0484
63.46,0.2502,0.0313,0.2502,0.0313
64.76,0.2527,0.0269,0.2527,0.0269
65.88,0.2557,0.0216,0.2557,0.0216
68.16,0.2557,0.0214,0.2557,0.0214
69.25,0.2706,0.0159,0.2706,0.0159
74.15,0.2738,0.0210,0.2738,0.0210
75.15,0.2805,0.0343,0.2805,0.0343
76.16,0.2863,0.0482,0.2863,0.0482
77.30,0.2890,0.0557,0.2890,0.0557
115.45,0.2913,0.0632,0.2913,0.0632
118.05,0.2910,0.0540,0.2910,0.0540
119.26,0.2812,0.0409,0.2812,0.0409
120.26,0.2839,0.0441,0.2839,0.0441
121.26,0.2775,0.0231,0.2775,0.0231
122.36,0.2827,0.0449,0.2827,0.0449
123.37,0.2815,0.0387,0.2815,0.0387
124.46,0.2794,0.0261,0.2794,0.0261
125.47,0.2622,0.0356,0.2622,0.0356
126.47,0.2484,0.0434,0.2484,0.0434
127.55,0.2218,0.0529,0.2218,0.0529
128.56,0.2267,0.0516,0.2267,0.0516
129.68,0.2105,0.0557,0.2105,0.0557
130.81,0.2171,0.0545,0.2171,0.0545
131.06,0.1671,0.0615,0.1671,0.0615
131.65,0.1136,0.0666,0.1136,0.0666
132.66,0.1330,0.0650,0.1330,0.0650
133.76,0.1486,0.0634,0.1486,0.0634
136.15,0.2680,-0.5080,0.2680,-0.5080
137.15,0.3141,-0.4961,0.3141,-0.4961
138.25,0.3076,-0.4997,0.3076,-0.4997
138.75,0.2244,-0.4997,0.2244,-0.4997
139.85,0.2363,-0.4993,0.2363,-0.4993
140.85,0.2361,-0.4993,0.2361,-0.4993
142.06,0.2506,-0.4972,0.2506,-0.4972
144.68,0.2542,-0.4965,0.2542,-0.4965
145.75,0.2811,-0.4918,0.2811,-0.4918
146.75,0.2814,-0.4918,0.2814,-0.4918
148.05,0.2876,-0.4918,0.2876,-0.4918
149.05,0.3455,-0.4888,0.3455,-0.4888
150.06,0.3242,-0.4895,0.3242,-0.4895
150.45,0.2574,-0.4884,0.2574,-0.4884
150.66,0.1682,-0.4893,0.1682,-0.4893
151.05,0.1123,-0.4845,0.1123,-0.4845
151.46,0.0582,-0.4715,0.0582,-0.4715
152.45,0.0027,-0.4639,0.0027,-0.4639
153.56,-0.0337,-0.4613,-0.0337,-0.4613
155.06,-0.1012,-0.4640,-0.1012,-0.4640
155.25,0.0028,-0.4864,0.0028,-0.4864
155.39,0.0805,-0.5021,0.0805,-0.5021
155.56,0.1450,-0.5120,0.1450,-0.5120
