elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
8.66,0.0000,0.0000,0.0181,0.0221,0.0000,0.0000,0.0181,0.0221
25.76,0.0178,0.0066,0.0193,0.0461,0.0178,0.0066,0.0193,0.0461
26.36,0.0366,0.0597,0.0147,0.0711,0.0366,0.0597,0.0147,0.0711
27.06,0.0229,0.1180,-0.0029,0.0337,0.0229,0.1180,-0.0029,0.0337
27.75,-0.0041,0.1710,-0.0233,-0.0189,-0.0041,0.1710,-0.0233,-0.0189
28.36,-0.0879,-0.1866,-0.0465,-0.1001,-0.0879,-0.1866,-0.0465,-0.1001
28.75,-0.0842,-0.2567,-0.0664,-0.2050,-0.0842,-0.2567,-0.0664,-0.2050
29.09,-0.0795,-0.3462,-0.0818,-0.3172,-0.0795,-0.3462,-0.0818,-0.3172
29.85,-0.0765,-0.4065,-0.0821,-0.3534,-0.0765,-0.4065,-0.0821,-0.3534
30.86,-0.0811,-0.3901,-0.0855,-0.3718,-0.0811,-0.3901,-0.0855,-0.3718
31.97,-0.0891,-0.3677,-0.0905,-0.3715,-0.0891,-0.3677,-0.0905,-0.3715
33.07,-0.1012,-0.3485,-0.0958,-0.4175,-0.1012,-0.3485,-0.0958,-0.4175
34.24,-0.1046,-0.3447,-0.1028,-0.4642,-0.1046,-0.3447,-0.1028,-0.4642
35.06,-0.1031,-0.6367,-0.1108,-0.5135,-0.1031,-0.6367,-0.1108,-0.5135
36.06,-0.1158,-0.6234,-0.1153,-0.5672,-0.1158,-0.6234,-0.1153,-0.5672
37.15,-0.1291,-0.6142,-0.1195,-0.6226,-0.1291,-0.6142,-0.1195,-0.6226
38.26,-0.1239,-0.6171,-0.1277,-0.6282,-0.1239,-0.6171,-0.1277,-0.6282
39.26,-0.1255,-0.6217,-0.1364,-0.6495,-0.1255,-0.6217,-0.1364,-0.6495
40.32,-0.1440,-0.6646,-0.1437,-0.6854,-0.1440,-0.6646,-0.1437,-0.6854
40.85,-0.1596,-0.7299,-0.1519,-0.7262,-0.1596,-0.7299,-0.1519,-0.7262
41.62,-0.1656,-0.7936,-0.0805,-0.7827,-0.1656,-0.7936,-0.0805,-0.7827
42.77,-0.1650,-0.8211,-0.0036,-0.8350,-0.1650,-0.8211,-0.0036,-0.8350
43.17,0.2314,-0.9045,0.0735,-0.8204,0.2314,-0.9045,0.0735,-0.8204
44.25,0.2405,-0.9258,0.1541,-0.7952,0.2405,-0.9258,0.1541,-0.7952
44.45,0.2261,-0.6571,0.2450,-0.7717,0.2261,-0.6571,0.2450,-0.7717
45.46,0.2377,-0.6675,0.2679,-0.7375,0.2377,-0.6675,0.2679,-0.7375
46.07,0.2894,-0.7034,0.2964,-0.6871,0.2894,-0.7034,0.2964,-0.6871
46.87,0.3458,-0.7339,0.3314,-0.6809,0.3458,-0.7339,0.3314,-0.6809
47.55,0.3829,-0.6736,0.3345,-0.6547,0.3829,-0.6736,0.3345,-0.6547
47.76,0.4013,-0.6260,0.2842,-0.6140,0.4013,-0.6260,0.2842,-0.6140
48.75,0.2529,-0.5364,0.2344,-0.5659,0.2529,-0.5364,0.2344,-0.5659
49.76,0.0381,-0.5001,0.1954,-0.5377,0.0381,-0.5001,0.1954,-0.5377
50.38,0.0969,-0.4933,0.1501,-0.5165,0.0969,-0.4933,0.1501,-0.5165
51.45,0.1878,-0.5328,0.1180,-0.5118,0.1878,-0.5328,0.1180,-0.5118
52.71,0.1748,-0.5196,0.1021,-0.5132,0.1748,-0.5196,0.1021,-0.5132
52.97,0.0922,-0.5132,0.0668,-0.5155,0.0922,-0.5132,0.0668,-0.5155
53.36,-0.0410,-0.5073,0.0366,-0.5112,-0.0410,-0.5073,0.0366,-0.5112
54.37,-0.0798,-0.5046,-0.0095,-0.5084,-0.0798,-0.5046,-0.0095,-0.5084
