elapsed_s,x_m,y_m
8.34,0.0000,0.0000
21.09,0.2533,-0.0029
24.83,0.0452,-0.0613
25.42,-0.1564,0.0103
69.02,0.0080,-0.1421
70.00,-0.2569,-0.0405
77.43,-0.4170,0.1767
82.92,-0.3125,-0.0112
85.72,-0.4260,0.1917
88.23,-0.4227,-0.0127
90.22,-0.5589,0.1459
90.84,-0.5609,0.4088
97.74,-0.6701,0.2388
99.63,-0.5708,0.4313
118.93,-0.4955,0.6432
154.02,-0.5883,0.4023
156.42,-0.4427,0.6990
157.13,-0.5923,0.5603
157.91,-0.6773,0.3693
159.82,-0.5978,0.5740
160.73,-0.7495,0.4387
161.63,-0.9109,0.3196
164.32,-0.7430,0.4897
