elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
7.32,-0.5901,0.4608,-0.8265,0.6455
7.84,-1.1772,-0.7877,-1.4265,-0.9545
12.92,-1.9390,0.5598,-2.2265,0.6455
13.54,-2.1981,-0.8430,-2.4765,-0.9545
25.77,-2.1565,0.5896,-2.4372,0.6955
34.61,-0.5428,-0.9888,-0.7238,-1.2281
35.07,-1.7649,-1.2266,-2.0238,-1.3781
43.60,-1.0095,-1.2609,-1.1738,-1.5119
45.64,0.5311,-0.4266,0.6762,-0.6891
54.64,-0.9282,-1.7107,-1.0738,-1.9730
56.26,-1.8793,-1.2991,-2.1238,-1.4730
63.81,-0.6384,-1.3053,-0.7738,-1.5730
67.75,0.6045,-0.4209,0.8262,-0.6230
