elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
13.19,0.0000,0.0000,-0.0077,-0.0013,0.0000,0.0000,-0.0077,-0.0013
20.29,-0.0018,-0.0001,-0.0146,-0.0033,-0.0018,-0.0001,-0.0146,-0.0033
21.39,-0.0213,-0.0038,-0.0213,-0.0060,-0.0213,-0.0038,-0.0213,-0.0060
22.49,-0.0352,-0.0093,-0.0332,-0.0113,-0.0352,-0.0093,-0.0332,-0.0113
23.59,-0.0481,-0.0170,-0.0468,-0.0188,-0.0481,-0.0170,-0.0468,-0.0188
24.60,-0.0598,-0.0264,-0.0581,-0.0281,-0.0598,-0.0264,-0.0581,-0.0281
25.69,-0.0697,-0.0376,-0.0679,-0.0400,-0.0697,-0.0376,-0.0679,-0.0400
26.70,-0.0777,-0.0502,-0.0275,0.0010,-0.0777,-0.0502,-0.0275,0.0010
27.83,-0.0845,-0.0691,0.0800,0.1124,-0.0845,-0.0691,0.0800,0.1124
28.40,0.1540,0.1881,0.1956,0.2341,0.1540,0.1881,0.1956,0.2341
28.79,0.4779,0.5308,0.3130,0.3455,0.4779,0.5308,0.3130,0.3455
29.49,0.5083,0.5708,0.4312,0.4560,0.5083,0.5708,0.4312,0.4560
30.09,0.5091,0.5070,0.5035,0.5094,0.5091,0.5070,0.5035,0.5094
31.19,0.5068,0.4833,0.5264,0.4923,0.5068,0.4833,0.5264,0.4923
32.21,0.5153,0.4550,0.5486,0.4632,0.5153,0.4550,0.5486,0.4632
33.19,0.5927,0.4453,0.6146,0.4865,0.5927,0.4453,0.6146,0.4865
34.20,0.6189,0.4256,0.6899,0.5198,0.6189,0.4256,0.6899,0.5198
34.42,0.8392,0.6233,0.7474,0.5741,0.8392,0.6233,0.7474,0.5741
34.70,0.8836,0.6497,0.7914,0.6384,0.8836,0.6497,0.7914,0.6384
35.79,0.8025,0.7265,0.7324,0.7010,0.8025,0.7265,0.7324,0.7010
36.89,0.8128,0.7670,0.6362,0.7370,0.8128,0.7670,0.6362,0.7370
37.39,0.3238,0.7386,0.5340,0.7737,0.3238,0.7386,0.5340,0.7737
37.59,0.3583,0.8030,0.4127,0.7493,0.3583,0.8030,0.4127,0.7493
38.64,0.3725,0.8332,0.2678,0.6800,0.3725,0.8332,0.2678,0.6800
39.89,0.1961,0.6046,0.2240,0.6322,0.1961,0.6046,0.2240,0.6322
40.16,0.0881,0.4206,0.1823,0.5430,0.0881,0.4206,0.1823,0.5430
40.39,0.1052,0.4996,0.1437,0.4593,0.1052,0.4996,0.1437,0.4593
40.79,0.1497,0.3572,0.1147,0.3872,0.1497,0.3572,0.1147,0.3872
41.39,0.1793,0.4143,0.1051,0.3509,0.1793,0.4143,0.1051,0.3509
42.09,0.0512,0.2445,0.0763,0.2735,0.0512,0.2445,0.0763,0.2735
43.15,0.0403,0.2389,-0.0023,0.0567,0.0403,0.2389,-0.0023,0.0567
44.10,-0.0389,0.1129,-0.0885,-0.1695,-0.0389,0.1129,-0.0885,-0.1695
50.69,-0.2436,-0.7270,-0.1234,-0.2730,-0.2436,-0.7270,-0.1234,-0.2730
51.74,-0.2515,-0.7170,-0.1780,-0.4437,-0.2515,-0.7170,-0.1780,-0.4437
