elapsed_s,x_rel_m,y_rel_m,x_explored_m,y_explored_m
16.38,0.0000,0.0000,0.0000,0.0000
21.28,0.0003,-0.0091,0.0003,-0.0091
22.28,0.0092,-0.0539,0.0092,-0.0539
23.38,0.0173,-0.0663,0.0173,-0.0663
24.39,0.0285,-0.0762,0.0285,-0.0762
25.39,0.0419,-0.0828,0.0419,-0.0828
26.48,0.0564,-0.0866,0.0564,-0.0866
26.99,-0.2630,0.2179,-0.2630,0.2179
27.59,-0.2015,0.2045,-0.2015,0.2045
28.65,-0.1740,0.2010,-0.1740,0.2010
29.29,-0.2210,0.2181,-0.2210,0.2181
29.59,-0.3796,0.2661,-0.3796,0.2661
29.99,-0.5418,0.3146,-0.5418,0.3146
31.09,-0.4968,0.2965,-0.4968,0.2965
31.59,-0.6929,0.3017,-0.6929,0.3017
32.59,-0.6171,0.2618,-0.6171,0.2618
33.62,-0.5786,0.2423,-0.5786,0.2423
34.28,-0.6384,0.2335,-0.6384,0.2335
35.10,-0.5812,0.1880,-0.5812,0.1880
