elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
16.38,0.0000,0.0000,0.0032,-0.0210,0.0000,0.0000,0.0032,-0.0210
21.28,0.0003,-0.0091,0.0067,-0.0323,0.0003,-0.0091,0.0067,-0.0323
22.28,0.0092,-0.0539,0.0110,-0.0411,0.0092,-0.0539,0.0110,-0.0411
23.38,0.0173,-0.0663,0.0194,-0.0576,0.0173,-0.0663,0.0194,-0.0576
24.39,0.0285,-0.0762,0.0306,-0.0732,0.0285,-0.0762,0.0306,-0.0732
25.39,0.0419,-0.0828,-0.0238,-0.0188,0.0419,-0.0828,-0.0238,-0.0188
26.48,0.0564,-0.0866,-0.0675,0.0354,0.0564,-0.0866,-0.0675,0.0354
26.99,-0.2630,0.2179,-0.1080,0.0908,-0.2630,0.2179,-0.1080,0.0908
27.59,-0.2015,0.2045,-0.1606,0.1510,-0.2015,0.2045,-0.1606,0.1510
28.65,-0.1740,0.2010,-0.2478,0.2215,-0.1740,0.2010,-0.2478,0.2215
29.29,-0.2210,0.2181,-0.3036,0.2409,-0.2210,0.2181,-0.3036,0.2409
29.59,-0.3796,0.2661,-0.3626,0.2593,-0.3796,0.2661,-0.3626,0.2593
29.99,-0.5418,0.3146,-0.4664,0.2794,-0.5418,0.3146,-0.4664,0.2794
31.09,-0.4968,0.2965,-0.5456,0.2881,-0.4968,0.2965,-0.5456,0.2881
31.59,-0.6929,0.3017,-0.5854,0.2834,-0.6929,0.3017,-0.5854,0.2834
32.59,-0.6171,0.2618,-0.6047,0.2671,-0.6171,0.2618,-0.6047,0.2671
33.62,-0.5786,0.2423,-0.6216,0.2454,-0.5786,0.2423,-0.6216,0.2454
34.28,-0.6384,0.2335,-0.6038,0.2314,-0.6384,0.2335,-0.6038,0.2314
35.10,-0.5812,0.1880,-0.5994,0.2213,-0.5812,0.1880,-0.5994,0.2213
