metric,value
data_end_x_m,0.408
data_end_y_m,0.1639
stable_end_x_m,-0.116
stable_end_y_m,-0.143
jump_flag,1
jump_distance_m,0.4337981097238668
jump_dt_s,0.3000000000000007
note,jump_flag=1 means final saved end may not match physical stop; use stable_end_* for stop comparison
