elapsed_s,area_m2,percent_known,known_cells,total_cells
1.33,3.823,68.78,1529,2223
2.89,3.823,68.78,1529,2223
3.73,3.823,68.78,1529,2223
5.31,3.823,68.78,1529,2223
7.37,3.823,68.78,1529,2223
9.03,3.823,68.78,1529,2223
9.71,3.823,68.78,1529,2223
10.88,3.823,68.78,1529,2223
11.62,3.823,68.78,1529,2223
12.66,3.823,68.78,1529,2223
13.67,3.823,68.78,1529,2223
14.78,3.823,68.78,1529,2223
15.62,3.823,68.78,1529,2223
16.41,3.823,68.78,1529,2223
17.27,3.823,68.78,1529,2223
18.28,3.823,68.78,1529,2223
19.34,3.823,68.78,1529,2223
20.40,3.823,68.78,1529,2223
21.23,3.823,68.78,1529,2223
22.23,3.823,68.78,1529,2223
23.24,3.823,68.78,1529,2223
24.24,3.823,68.78,1529,2223
25.26,4.413,79.40,1765,2223
26.38,4.573,80.86,1829,2262
27.64,4.668,82.54,1867,2262
28.54,4.778,84.48,1911,2262
29.25,4.778,84.48,1911,2262
30.23,4.980,85.86,1992,2320
31.23,5.043,86.94,2017,2320
32.23,5.145,88.71,2058,2320
33.24,5.185,89.40,2074,2320
34.25,5.185,89.40,2074,2320
35.24,5.185,89.40,2074,2320
36.23,5.185,89.40,2074,2320
37.23,5.185,89.40,2074,2320
38.24,5.185,89.40,2074,2320
39.26,5.185,89.40,2074,2320
40.23,5.185,89.40,2074,2320
41.26,5.185,89.40,2074,2320
42.24,5.185,89.40,2074,2320
43.23,5.210,89.83,2084,2320
44.25,5.210,89.83,2084,2320
45.25,5.218,89.96,2087,2320
46.38,5.220,90.00,2088,2320
47.77,5.233,90.22,2093,2320
48.23,5.233,90.22,2093,2320
49.49,5.233,90.22,2093,2320
50.23,5.233,90.22,2093,2320
51.24,5.423,91.91,2169,2360
52.23,5.423,91.91,2169,2360
53.23,5.423,91.91,2169,2360
54.24,5.423,91.91,2169,2360
55.24,5.423,91.91,2169,2360
56.25,5.423,91.91,2169,2360
57.24,5.423,91.91,2169,2360
58.24,5.423,91.91,2169,2360
59.25,5.423,91.91,2169,2360
60.23,5.423,91.91,2169,2360
61.23,5.423,91.91,2169,2360
62.25,5.423,91.91,2169,2360
63.24,5.423,91.91,2169,2360
64.24,5.423,91.91,2169,2360
65.25,5.423,91.91,2169,2360
66.24,5.423,91.91,2169,2360
67.24,5.428,91.99,2171,2360
68.24,5.428,91.99,2171,2360
69.24,5.428,91.99,2171,2360
70.23,5.428,91.99,2171,2360
71.23,5.428,91.99,2171,2360
72.61,5.428,91.99,2171,2360
73.24,5.428,91.99,2171,2360
74.26,5.428,91.99,2149,2360
75.27,5.428,91.99,2149,2360
76.28,5.428,91.99,2149,2360
77.24,5.428,91.99,2149,2360
78.26,5.428,91.99,2149,2360
79.23,5.428,91.99,2149,2360
80.24,5.428,91.99,2149,2360
81.24,5.428,91.99,2149,2360
82.23,5.428,91.99,2149,2360
83.31,5.428,91.99,2149,2360
84.23,5.428,91.99,2149,2360
85.44,5.428,91.99,2149,2360
86.24,5.428,91.99,2149,2360
87.52,5.428,91.99,2149,2360
88.34,5.428,91.99,2149,2360
89.24,5.428,91.99,2149,2360
90.33,5.428,91.99,2149,2360
91.47,5.428,91.99,2149,2360
92.25,5.428,91.99,2149,2360
93.27,5.428,91.99,2149,2360
94.26,5.428,91.99,2149,2360
95.43,5.428,91.99,2149,2360
96.26,5.428,91.99,2149,2360
