elapsed_s,frontier_x_m,frontier_y_m
11.27,-1.4839,-0.6426
11.27,0.5161,-0.2426
11.27,-1.4339,0.3574
12.93,-1.4839,-0.6426
12.93,0.5161,-0.2426
12.93,-1.4339,0.3574
15.17,-1.4839,-0.6426
15.17,0.5161,-0.2426
15.17,-1.4339,0.3574
17.38,-1.4839,-0.6426
17.38,0.5161,-0.2426
17.38,-1.4339,0.3574
19.34,-1.4839,-0.6426
19.34,0.5161,-0.2426
19.34,-1.4339,0.3574
21.36,-1.4839,-0.6426
21.36,0.5161,-0.2426
21.36,-1.4339,0.3574
23.34,-1.4839,-0.6426
23.34,0.5161,-0.2426
23.34,-1.4339,0.3574
24.56,-1.4839,-0.6426
24.56,0.5161,-0.2426
24.56,-1.4339,0.3574
26.59,-1.4839,-0.6426
26.59,0.5161,-0.2426
26.59,-1.4339,0.3574
28.52,-1.4839,-0.6426
28.52,0.5161,-0.2426
28.52,-1.4339,0.3574
30.32,0.4990,0.8553
