elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
15.97,0.0000,0.0000,-0.0082,-0.0004,0.0000,0.0000,-0.0082,-0.0004
20.57,-0.0049,-0.0001,-0.0148,-0.0011,-0.0049,-0.0001,-0.0148,-0.0011
21.67,-0.0198,-0.0010,-0.0217,-0.0022,-0.0198,-0.0010,-0.0217,-0.0022
22.76,-0.0347,-0.0032,-0.0359,-0.0049,-0.0347,-0.0032,-0.0359,-0.0049
23.77,-0.0493,-0.0066,-0.0528,-0.0091,-0.0493,-0.0066,-0.0528,-0.0091
24.81,-0.0710,-0.0138,-0.0760,-0.0185,-0.0710,-0.0138,-0.0760,-0.0185
25.92,-0.0894,-0.0212,0.0203,0.0017,-0.0894,-0.0212,0.0203,0.0017
26.90,-0.1357,-0.0478,0.1081,0.0153,-0.1357,-0.0478,0.1081,0.0153
27.27,0.4466,0.0980,0.1885,0.0225,0.4466,0.0980,0.1885,0.0225
28.01,0.3898,0.0615,0.2827,0.0353,0.3898,0.0615,0.2827,0.0353
28.57,0.3310,0.0218,0.4223,0.0712,0.3310,0.0218,0.4223,0.0712
29.10,0.3817,0.0430,0.4666,0.0888,0.3817,0.0430,0.4666,0.0888
29.38,0.5622,0.1318,0.5481,0.1220,0.5622,0.1318,0.5481,0.1220
30.17,0.6684,0.1860,0.6594,0.1785,0.6684,0.1860,0.6594,0.1785
31.17,0.7970,0.2273,0.7713,0.2397,0.7970,0.2273,0.7713,0.2397
31.87,0.8879,0.3045,0.8412,0.2697,0.8879,0.3045,0.8412,0.2697
32.27,0.9412,0.3487,0.8844,0.2906,0.9412,0.3487,0.8844,0.2906
32.87,0.9116,0.2818,0.9136,0.3117,0.9116,0.2818,0.9136,0.3117
