status,start_datetime,completion_datetime,elapsed_s,coverage_pct,goals_reached,path_points,nav_goals,frontier_points,final_map_x_m,final_map_y_m,final_odom_x_m,final_odom_y_m,final_room_x_m,final_room_y_m
complete,2026-04-07 20:57:04,2026-04-07 20:57:39,34.8,91.82,0,17,1,55,0.2609,-0.3721,-0.6645,0.1267,-0.4460,-0.0869
