elapsed_s,area_m2,percent_known,known_cells,total_cells
1.91,4.905,83.14,1962,2360
3.35,4.905,83.14,1962,2360
4.92,4.905,83.14,1962,2360
7.57,4.905,83.14,1962,2360
8.00,4.905,83.14,1962,2360
9.21,4.905,83.14,1962,2360
10.89,4.905,83.14,1962,2360
12.19,4.905,83.14,1962,2360
13.27,4.905,83.14,1962,2360
13.95,4.905,83.14,1962,2360
15.02,4.905,83.14,1962,2360
16.18,4.905,83.14,1962,2360
17.07,4.905,83.14,1962,2360
17.94,4.905,83.14,1962,2360
18.63,4.905,83.14,1962,2360
19.63,4.905,83.14,1962,2360
20.62,4.905,83.14,1962,2360
21.63,4.905,83.14,1962,2360
22.66,4.905,83.14,1962,2360
23.62,4.905,83.14,1962,2360
24.63,4.905,83.14,1962,2360
25.63,4.905,83.14,1962,2360
27.00,5.370,91.02,2148,2360
27.70,5.370,91.02,2148,2360
28.63,5.390,91.36,2156,2360
29.63,5.403,91.57,2161,2360
30.62,5.403,91.57,2161,2360
31.63,5.410,91.69,2164,2360
32.78,5.413,91.74,2165,2360
33.62,5.413,91.74,2165,2360
34.62,5.418,91.82,2167,2360
