elapsed_s,x_m,y_m
10.04,0.0000,0.0000
26.72,0.2093,0.0040
27.90,0.4239,-0.0150
28.76,0.2224,-0.0423
32.28,-0.5297,0.0578
59.06,-0.3299,0.0114
66.27,-0.1298,-0.0083
67.96,-0.3565,0.0470
80.66,-0.1566,0.0351
87.86,-0.2023,-0.1640
91.97,-0.2913,0.1054
96.36,-0.1159,-0.0792
96.56,-0.1564,0.1406
96.66,-0.2857,0.3652
97.46,-0.5469,0.5520
98.16,-0.7376,0.6407
98.76,-0.9392,0.6977
100.16,-0.7351,0.6245
102.08,-1.0579,0.5875
103.56,-1.2684,0.6593
104.08,-1.4502,0.7586
104.77,-1.6502,0.8586
106.06,-1.8328,0.9461
107.66,-1.5886,0.8430
110.30,-1.4581,0.6803
112.47,-1.6101,0.8421
