metric,value
rows,11
duration_s,12.910000
total_distance_m,0.826221
start_x_m,0.000000
start_y_m,0.000000
end_x_m,0.453600
end_y_m,0.144200
max_segment_speed_mps,1.594891
mean_segment_speed_mps,0.183890
speed_spike_threshold_mps,0.800000
speed_spike_count,1
end_stable_x_m,-0.104600
end_stable_y_m,-0.052100
end_jump_flag,1
end_jump_distance_m,0.637956
end_jump_dt_s,0.400000
