elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
20.84,0.0000,0.0000,-0.0061,-0.0004,0.0000,0.0000,-0.0061,-0.0004
23.44,-0.0016,-0.0000,-0.0124,-0.0013,-0.0016,-0.0000,-0.0124,-0.0013
24.44,-0.0166,-0.0012,-0.0197,-0.0028,-0.0166,-0.0012,-0.0197,-0.0028
25.45,-0.0314,-0.0040,-0.0323,-0.0057,-0.0314,-0.0040,-0.0323,-0.0057
26.54,-0.0489,-0.0090,-0.0468,-0.0096,-0.0489,-0.0090,-0.0468,-0.0096
27.61,-0.0630,-0.0142,-0.0583,-0.0133,-0.0630,-0.0142,-0.0583,-0.0133
28.65,-0.0739,-0.0195,-0.0706,-0.0178,-0.0739,-0.0195,-0.0706,-0.0178
29.76,-0.0742,-0.0198,-0.0897,-0.0247,-0.0742,-0.0198,-0.0897,-0.0247
30.84,-0.0930,-0.0263,-0.0221,-0.0132,-0.0930,-0.0263,-0.0221,-0.0132
31.44,-0.1443,-0.0440,0.0628,0.0020,-0.1443,-0.0440,0.0628,0.0020
31.84,0.2749,0.0437,0.1386,0.0122,0.2749,0.0437,0.1386,0.0122
32.14,0.3507,0.0564,0.2493,0.0360,0.3507,0.0564,0.2493,0.0360
33.14,0.3048,0.0314,0.4063,0.0734,0.3048,0.0314,0.4063,0.0734
33.85,0.4605,0.0926,0.4678,0.0854,0.4605,0.0926,0.4678,0.0854
34.61,0.6406,0.1429,0.5073,0.0882,0.6406,0.1429,0.5073,0.0882
35.28,0.5827,0.1039,0.5722,0.1018,0.5827,0.1039,0.5722,0.1018
36.30,0.5482,0.0702,0.6224,0.1090,0.5482,0.0702,0.6224,0.1090
36.45,0.6289,0.0995,0.6526,0.1101,0.6289,0.0995,0.6526,0.1101
36.54,0.7117,0.1284,0.7182,0.1320,0.7117,0.1284,0.7182,0.1320
37.28,0.7918,0.1484,0.8125,0.1710,0.7918,0.1484,0.8125,0.1710
37.55,0.9104,0.2134,0.8584,0.1889,0.9104,0.2134,0.8584,0.1889
38.54,1.0199,0.2653,0.9074,0.2090,1.0199,0.2653,0.9074,0.2090
