elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
11.39,-0.5002,-0.2247,-0.7738,-0.3477
11.73,-1.0026,0.4741,-1.2738,0.6023
12.30,-1.5256,-0.1654,-1.8238,-0.1977
18.86,-1.5847,1.2181,-1.8238,1.3993
21.46,-2.0258,-0.2167,-2.3238,-0.2507
33.08,-0.8374,-0.9160,-1.0882,-1.0807
35.87,0.8114,0.5867,0.9118,0.8693
36.67,1.3592,-0.9690,1.6118,-1.1307
37.61,-0.1453,-1.5169,-0.2882,-1.7807
38.79,0.0773,1.3266,0.0118,1.6193
40.24,1.5772,1.0329,1.7618,1.2693
43.14,2.4479,0.6768,2.7118,0.8193
44.94,1.9228,-0.8004,2.2118,-0.8807
45.97,0.2504,-2.0331,0.2118,-2.3307
