elapsed_s,x_m,y_m
4.78,0.0000,0.0000
24.17,0.0277,0.2565
25.46,-0.1999,0.2787
25.96,-0.2896,0.0690
27.16,-0.3616,-0.1256
27.66,-0.1422,-0.3264
29.76,-0.2352,-0.1278
30.86,-0.1042,-0.2998
32.76,-0.1162,-0.0922
33.36,-0.0458,-0.3074
38.06,-0.1319,-0.1124
40.86,-0.0521,-0.2989
44.36,-0.1537,-0.1020
61.26,-0.1175,-0.2996
62.48,-0.0225,-0.4887
63.47,-0.2266,-0.4288
66.57,-0.3233,-0.2450
67.36,-0.1291,-0.4397
69.06,-0.3407,-0.3264
70.27,-0.0915,-0.4374
72.52,-0.2682,-0.3394
73.11,-0.4286,-0.2152
74.46,-0.2228,-0.3864
75.19,-0.0022,-0.4850
76.16,0.1894,-0.5712
78.03,-0.0279,-0.4605
78.29,-0.2650,-0.3477
85.96,-0.0714,-0.4485
86.56,0.1165,-0.5294
89.09,-0.0701,-0.4375
90.17,-0.2636,-0.3607
91.89,-0.4566,-0.4588
93.76,0.0033,-0.5144
95.45,0.2194,-0.5430
96.07,0.4519,-0.5743
96.36,0.2093,-0.5367
96.96,-0.0442,-0.4804
101.10,-0.2558,-0.4495
101.57,-0.0249,-0.4948
