elapsed_s,x_m,y_m
9.94,0.0000,0.0000
25.57,-0.2364,-0.0191
30.27,-0.1261,-0.3596
30.69,0.1130,-0.4650
31.07,0.2181,-0.2884
32.59,0.3648,-0.1070
32.77,0.3969,0.2890
32.87,0.2828,0.0371
33.97,0.4369,0.1971
34.47,0.5433,0.0048
35.13,0.6433,-0.1750
37.27,0.7071,0.0217
41.48,0.5768,0.1783
44.48,0.8170,0.1938
45.07,0.5522,0.1920
45.27,0.3410,0.1929
64.97,0.0894,0.2007
65.17,0.1929,0.0111
65.67,0.3184,-0.1986
68.30,0.4625,-0.4247
71.68,0.3134,-0.2744
74.57,0.1295,-0.4539
74.77,0.0698,-0.0985
81.37,-0.1311,-0.0952
82.77,-0.3976,0.2778
84.02,-0.2291,0.7292
85.77,-0.0350,0.7885
86.85,0.3475,0.8262
88.70,0.0646,0.8148
89.41,-0.1521,0.8012
89.79,-0.3834,0.7832
89.97,-0.5658,0.9161
90.09,0.1637,0.8699
