elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
19.36,0.0000,0.0000,-0.0290,-0.0010,0.0000,0.0000,-0.0290,-0.0010
23.76,-0.0221,-0.0008,-0.0440,-0.0016,-0.0221,-0.0008,-0.0440,-0.0016
24.91,-0.0650,-0.0023,-0.0572,-0.0029,-0.0650,-0.0023,-0.0572,-0.0029
25.96,-0.0890,-0.0035,-0.0191,0.0001,-0.0890,-0.0035,-0.0191,0.0001
26.98,-0.1097,-0.0080,0.0120,-0.0038,-0.1097,-0.0080,0.0120,-0.0038
27.68,0.1905,0.0153,0.0420,-0.0146,0.1905,0.0153,0.0420,-0.0146
28.36,0.1330,-0.0205,0.0869,-0.0235,0.1330,-0.0205,0.0869,-0.0235
29.06,0.0852,-0.0561,0.1763,-0.0121,0.0852,-0.0561,0.1763,-0.0121
29.66,0.1353,-0.0483,0.1728,-0.0189,0.1353,-0.0483,0.1728,-0.0189
30.06,0.3376,0.0492,0.1860,-0.0184,0.3376,0.0492,0.1860,-0.0184
