elapsed_s,area_m2,percent_known,known_cells,total_cells
9.62,5.025,88.86,2010,2262
11.58,5.025,88.86,2010,2262
13.27,5.025,88.86,2010,2262
14.70,5.025,88.86,2010,2262
15.81,5.025,88.86,2010,2262
16.60,5.025,88.86,2010,2262
17.48,5.025,88.86,2010,2262
18.20,5.025,88.86,2010,2262
19.24,5.025,88.86,2010,2262
20.22,5.025,88.86,2010,2262
21.20,5.025,88.86,2010,2262
22.25,5.025,88.86,2010,2262
23.21,5.025,88.86,2010,2262
24.32,5.025,88.86,2010,2262
25.29,5.025,88.86,2010,2262
26.21,5.025,88.86,2010,2262
27.21,5.025,88.86,2010,2262
28.43,5.610,95.90,2244,2340
29.49,5.610,95.90,2244,2340
30.20,5.638,96.37,2255,2340
31.20,5.638,96.37,2251,2340
32.23,5.638,96.37,2251,2340
33.31,5.638,96.37,2249,2340
34.23,5.638,96.37,2249,2340
35.62,5.638,96.37,2249,2340
36.21,5.638,96.37,2249,2340
37.22,5.638,96.37,2249,2340
38.23,5.638,96.37,2249,2340
39.35,5.638,96.37,2250,2340
40.20,5.638,96.37,2250,2340
41.20,5.638,96.37,2250,2340
42.21,5.638,96.37,2250,2340
43.28,5.638,96.37,2250,2340
44.23,5.638,96.37,2250,2340
45.21,5.638,96.37,2250,2340
46.20,5.638,96.37,2250,2340
47.21,5.638,96.37,2250,2340
48.20,5.638,96.37,2250,2340
49.20,5.638,96.37,2250,2340
50.20,7.608,67.92,3043,4480
51.20,7.608,67.92,3043,4480
52.45,9.720,65.19,3888,5964
53.22,9.720,65.19,3888,5964
54.23,12.005,72.36,4802,6636
55.29,12.618,70.69,5047,7140
56.21,12.980,70.24,5192,7392
57.22,13.220,69.95,5288,7560
58.51,13.293,69.50,5317,7650
59.21,13.303,69.56,5321,7650
60.21,13.303,69.56,5321,7650
61.49,13.515,69.13,5406,7820
62.32,13.523,69.17,5409,7820
63.25,13.533,69.22,5413,7820
64.53,13.535,69.23,5414,7820
65.24,13.535,69.23,5414,7820
66.40,13.540,69.26,5416,7820
67.61,13.558,68.60,5423,7905
68.48,13.570,68.67,5428,7905
69.22,13.580,68.72,5432,7905
70.46,13.598,68.80,5439,7905
72.08,13.605,68.84,5442,7905
72.67,13.605,68.84,5442,7905
74.02,13.605,68.84,5442,7905
74.89,13.608,68.86,5443,7905
75.67,13.608,68.86,5443,7905
