elapsed_s,frontier_x_m,frontier_y_m
2.04,-1.4640,-0.6872
2.04,0.4360,-0.8872
2.04,0.5360,-0.2372
2.04,-1.4640,0.4128
2.04,-0.3640,0.8128
3.17,-1.4640,-0.6872
3.17,0.4360,-0.8872
3.17,0.5360,-0.2372
3.17,-1.4640,0.4128
3.17,-0.3640,0.8128
5.85,-1.4640,-0.6872
5.85,0.4360,-0.8872
5.85,0.5360,-0.2372
5.85,-1.4640,0.4128
5.85,-0.3640,0.8128
7.48,-1.4640,-0.6872
7.48,0.4360,-0.8872
7.48,0.5360,-0.2372
7.48,-1.4640,0.4128
7.48,-0.3640,0.8128
8.59,-1.4640,-0.6872
8.59,0.4360,-0.8872
8.59,0.5360,-0.2372
8.59,-1.4640,0.4128
8.59,-0.3640,0.8128
11.65,-1.4640,-0.6872
11.65,0.4360,-0.8872
11.65,0.5360,-0.2372
11.65,-1.4640,0.4128
11.65,-0.3640,0.8128
14.13,-1.4640,-0.6872
14.13,0.4360,-0.8872
14.13,0.5360,-0.2372
14.13,-1.4640,0.4128
14.13,-0.3640,0.8128
16.41,-1.4640,-0.6872
16.41,0.4360,-0.8872
16.41,0.5360,-0.2372
16.41,-1.4640,0.4128
16.41,-0.3640,0.8128
18.54,-1.4640,-0.6872
18.54,0.4360,-0.8872
18.54,0.5360,-0.2372
18.54,-1.4640,0.4128
18.54,-0.3640,0.8128
20.80,-1.4640,-0.6872
20.80,0.4360,-0.8872
20.80,0.5360,-0.2372
20.80,-1.4640,0.4128
20.80,-0.3640,0.8128
21.84,-1.4640,-0.6872
21.84,0.4360,-0.8872
21.84,0.5360,-0.2372
21.84,-1.4640,0.4128
21.84,-0.3640,0.8128
24.78,-1.4640,-0.6872
24.78,0.4360,-0.8872
24.78,0.5360,-0.2372
24.78,-1.4640,0.4128
24.78,-0.3640,0.8128
26.93,-1.4640,-0.6872
26.93,0.4360,-0.8872
26.93,0.5360,-0.2372
26.93,-1.4640,0.4128
26.93,-0.3640,0.8128
29.03,-1.7706,-1.0372
29.03,-1.8206,0.5628
29.03,-1.4206,0.5628
