elapsed_s,x_rel_m,y_rel_m,x_explored_m,y_explored_m
7.49,0.0000,0.0000,0.0000,0.0000
11.78,-0.0029,0.0000,-0.0029,0.0000
12.78,-0.0179,0.0000,-0.0179,0.0000
13.79,-0.0329,0.0000,-0.0329,0.0000
14.79,-0.0479,0.0000,-0.0479,0.0000
15.88,-0.0629,0.0000,-0.0629,0.0000
16.88,-0.0779,0.0000,-0.0779,0.0000
17.98,-0.0929,0.0000,-0.0929,0.0000
19.07,-0.1129,0.0000,-0.1129,0.0000
20.08,-0.1279,0.0000,-0.1279,0.0000
21.18,-0.1429,0.0000,-0.1429,0.0000
22.19,-0.1579,0.0000,-0.1579,0.0000
23.19,-0.1729,0.0000,-0.1729,0.0000
24.28,-0.1879,0.0000,-0.1879,0.0000
25.37,-0.2029,0.0000,-0.2029,0.0000
25.48,-0.0279,-0.0000,-0.0279,-0.0000
26.50,-0.0379,-0.0000,-0.0379,-0.0000
27.58,-0.0579,-0.0000,-0.0579,-0.0000
28.69,-0.0729,-0.0000,-0.0729,-0.0000
29.78,-0.0929,-0.0000,-0.0929,-0.0000
30.79,-0.1079,-0.0000,-0.1079,-0.0000
31.88,-0.1229,-0.0000,-0.1229,-0.0000
32.98,-0.1379,-0.0000,-0.1379,-0.0000
33.98,-0.1529,-0.0000,-0.1529,-0.0000
34.99,-0.1679,-0.0000,-0.1679,-0.0000
36.00,-0.1829,-0.0000,-0.1829,-0.0000
37.09,-0.1979,-0.0000,-0.1979,-0.0000
38.08,-0.0279,-0.0000,-0.0279,-0.0000
39.09,-0.0429,-0.0000,-0.0429,-0.0000
40.18,-0.0440,-0.0000,-0.0440,-0.0000
41.78,-0.0476,-0.0000,-0.0476,-0.0000
42.79,-0.0626,-0.0000,-0.0626,-0.0000
43.88,-0.0776,-0.0000,-0.0776,-0.0000
44.88,-0.0926,-0.0000,-0.0926,-0.0000
45.89,-0.1076,-0.0000,-0.1076,-0.0000
46.99,-0.1226,-0.0000,-0.1226,-0.0000
48.07,-0.1426,-0.0000,-0.1426,-0.0000
49.08,-0.1200,-0.0000,-0.1200,-0.0000
50.08,-0.1358,-0.0000,-0.1358,-0.0000
51.08,-0.1508,-0.0000,-0.1508,-0.0000
52.19,-0.1658,-0.0000,-0.1658,-0.0000
53.28,-0.1808,-0.0000,-0.1808,-0.0000
54.37,-0.1958,-0.0000,-0.1958,-0.0000
55.08,-0.0308,-0.0000,-0.0308,-0.0000
56.08,-0.0319,-0.0000,-0.0319,-0.0000
57.77,-0.0622,-0.0000,-0.0622,-0.0000
58.48,-0.1223,-0.0000,-0.1223,-0.0000
59.07,-0.1822,-0.0000,-0.1822,-0.0000
59.78,-0.2422,-0.0000,-0.2422,-0.0000
60.48,-0.3023,-0.0000,-0.3023,-0.0000
