elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
18.14,0.0000,0.0000,-0.0074,-0.0001,0.0000,0.0000,-0.0074,-0.0001
22.04,-0.0036,-0.0000,-0.0141,-0.0002,-0.0036,-0.0000,-0.0141,-0.0002
23.04,-0.0186,-0.0002,-0.0210,-0.0007,-0.0186,-0.0002,-0.0210,-0.0007
24.04,-0.0343,-0.0005,-0.0335,-0.0023,-0.0343,-0.0005,-0.0335,-0.0023
25.23,-0.0485,-0.0028,-0.0486,-0.0062,-0.0485,-0.0028,-0.0486,-0.0062
26.24,-0.0625,-0.0080,-0.0626,-0.0123,-0.0625,-0.0080,-0.0626,-0.0123
27.37,-0.0788,-0.0195,-0.0741,-0.0192,-0.0788,-0.0195,-0.0741,-0.0192
28.44,-0.0888,-0.0306,-0.0360,0.0125,-0.0888,-0.0306,-0.0360,0.0125
29.54,-0.0920,-0.0351,0.0808,0.1068,-0.0920,-0.0351,0.0808,0.1068
29.75,0.1424,0.1557,0.2091,0.1943,0.1424,0.1557,0.2091,0.1943
30.04,0.5212,0.4633,0.3488,0.2752,0.5212,0.4633,0.3488,0.2752
31.04,0.5625,0.4184,0.4982,0.3489,0.5625,0.4184,0.4982,0.3489
32.04,0.6097,0.3737,0.5923,0.4229,0.6097,0.3737,0.5923,0.4229
32.84,0.6554,0.3335,0.6085,0.4544,0.6554,0.3335,0.6085,0.4544
33.64,0.6129,0.5258,0.6271,0.4908,0.6129,0.5258,0.6271,0.4908
34.04,0.6021,0.6206,0.6458,0.5325,0.6021,0.6206,0.6458,0.5325
34.64,0.6554,0.6002,0.6401,0.5900,0.6554,0.6002,0.6401,0.5900
35.35,0.7033,0.5822,0.6461,0.6097,0.7033,0.5822,0.6461,0.6097
35.94,0.6267,0.6213,0.6569,0.6102,0.6267,0.6213,0.6569,0.6102
36.94,0.6430,0.6244,0.6482,0.6203,0.6430,0.6244,0.6482,0.6203
37.96,0.6559,0.6230,0.6284,0.6360,0.6559,0.6230,0.6284,0.6360
38.84,0.6122,0.6508,0.6268,0.6449,0.6122,0.6508,0.6268,0.6449
39.85,0.6039,0.6607,0.6084,0.6585,0.6039,0.6607,0.6084,0.6585
40.85,0.6188,0.6656,0.5201,0.6748,0.6188,0.6656,0.5201,0.6748
41.65,0.5511,0.6925,0.4516,0.6946,0.5511,0.6925,0.4516,0.6946
42.04,0.2145,0.7042,0.4135,0.7031,0.2145,0.7042,0.4135,0.7031
42.86,0.2698,0.7500,0.3451,0.7156,0.2698,0.7500,0.3451,0.7156
