elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
24.74,0.0000,0.0000,-0.0613,-0.0071,0.0000,0.0000,-0.0613,-0.0071
35.25,-0.0615,-0.0026,-0.0927,-0.0168,-0.0615,-0.0026,-0.0927,-0.0168
35.74,-0.1223,-0.0186,-0.1181,-0.0261,-0.1223,-0.0186,-0.1181,-0.0261
36.25,-0.1871,-0.0458,-0.2303,-0.0431,-0.1871,-0.0458,-0.2303,-0.0431
37.28,-0.2193,-0.0636,-0.3107,-0.0549,-0.2193,-0.0636,-0.3107,-0.0549
37.48,-0.5614,-0.0849,-0.3685,-0.0618,-0.5614,-0.0849,-0.3685,-0.0618
38.34,-0.4635,-0.0615,-0.3522,-0.0502,-0.4635,-0.0615,-0.3522,-0.0502
38.66,-0.4114,-0.0533,-0.3323,-0.0379,-0.4114,-0.0533,-0.3323,-0.0379
39.04,-0.1054,0.0122,-0.2590,-0.0294,-0.1054,0.0122,-0.2590,-0.0294
40.04,-0.1197,-0.0020,-0.1967,-0.0150,-0.1197,-0.0020,-0.1967,-0.0150
47.04,-0.1950,-0.0423,-0.1490,-0.0045,-0.1950,-0.0423,-0.1490,-0.0045
47.85,-0.1521,0.0104,-0.1742,-0.0133,-0.1521,0.0104,-0.1742,-0.0133
49.11,-0.1730,-0.0008,-0.2078,-0.0252,-0.1730,-0.0008,-0.2078,-0.0252
50.34,-0.2313,-0.0319,-0.2387,-0.0356,-0.2313,-0.0319,-0.2387,-0.0356
50.54,-0.2876,-0.0616,-0.2908,-0.0633,-0.2876,-0.0616,-0.2908,-0.0633
50.64,-0.3495,-0.0944,-0.3269,-0.0840,-0.3495,-0.0944,-0.3269,-0.0840
51.49,-0.4125,-0.1278,-0.3366,-0.0912,-0.4125,-0.1278,-0.3366,-0.0912
56.04,-0.3534,-0.1045,-0.3297,-0.0884,-0.3534,-0.1045,-0.3297,-0.0884
56.30,-0.2797,-0.0678,-0.3965,0.0112,-0.2797,-0.0678,-0.3965,0.0112
57.40,-0.2531,-0.0476,-0.3291,0.1414,-0.2531,-0.0476,-0.3291,0.1414
69.04,-0.6839,0.4035,-0.2737,0.2668,-0.6839,0.4035,-0.2737,0.2668
70.35,-0.0754,0.5232,-0.2343,0.3875,-0.0754,0.5232,-0.2343,0.3875
71.54,-0.0764,0.5228,-0.2018,0.5067,-0.0764,0.5228,-0.2018,0.5067
99.34,-0.0827,0.5355,-0.0844,0.5373,-0.0827,0.5355,-0.0844,0.5373
100.36,-0.0904,0.5487,-0.1181,0.5249,-0.0904,0.5487,-0.1181,0.5249
101.40,-0.0972,0.5564,-0.1697,0.4750,-0.0972,0.5564,-0.1697,0.4750
107.44,-0.2437,0.4613,-0.2289,0.4031,-0.2437,0.4613,-0.2289,0.4031
107.74,-0.3344,0.2730,-0.2930,0.3197,-0.3344,0.2730,-0.2930,0.3197
107.97,-0.3787,0.1762,-0.2921,0.2659,-0.3787,0.1762,-0.2921,0.2659
108.54,-0.4110,0.1317,-0.2656,0.2209,-0.4110,0.1317,-0.2656,0.2209
109.34,-0.0928,0.2874,-0.2294,0.2008,-0.0928,0.2874,-0.2294,0.2008
109.94,-0.1114,0.2362,-0.1918,0.1878,-0.1114,0.2362,-0.1918,0.1878
110.65,-0.1530,0.1725,-0.1520,0.2035,-0.1530,0.1725,-0.1520,0.2035
111.34,-0.1910,0.1114,-0.1864,0.1789,-0.1910,0.1114,-0.1864,0.1789
112.36,-0.2117,0.2102,-0.2200,0.1619,-0.2117,0.2102,-0.2200,0.1619
112.68,-0.2650,0.1640,-0.2338,0.1663,-0.2650,0.1640,-0.2338,0.1663
113.84,-0.2791,0.1512,-0.2490,0.1752,-0.2791,0.1512,-0.2490,0.1752
113.94,-0.2224,0.1947,-0.2599,0.1644,-0.2224,0.1947,-0.2599,0.1644
114.04,-0.2667,0.1558,-0.2598,0.1636,-0.2667,0.1558,-0.2598,0.1636
115.04,-0.2664,0.1565,-0.2552,0.1670,-0.2664,0.1565,-0.2552,0.1670
116.24,-0.2644,0.1596,-0.2606,0.1630,-0.2644,0.1596,-0.2606,0.1630
117.38,-0.2560,0.1684,-0.2604,0.1627,-0.2560,0.1684,-0.2604,0.1627
118.43,-0.2493,0.1749,-0.2571,0.1649,-0.2493,0.1749,-0.2571,0.1649
119.53,-0.2656,0.1542,-0.2687,0.1537,-0.2656,0.1542,-0.2687,0.1537
120.54,-0.2503,0.1675,-0.2553,0.1638,-0.2503,0.1675,-0.2553,0.1638
126.74,-0.3221,0.1033,-0.2521,0.1650,-0.3221,0.1033,-0.2521,0.1650
127.04,-0.1891,0.2191,-0.2543,0.1629,-0.1891,0.2191,-0.2543,0.1629
127.42,-0.2332,0.1809,-0.2590,0.1585,-0.2332,0.1809,-0.2590,0.1585
127.64,-0.2765,0.1436,-0.2018,0.2100,-0.2765,0.1436,-0.2018,0.2100
128.73,-0.2740,0.1457,-0.2050,0.2077,-0.2740,0.1457,-0.2050,0.2077
138.54,-0.0361,0.3605,-0.1955,0.2166,-0.0361,0.3605,-0.1955,0.2166
