elapsed_s,area_m2,percent_known,known_cells,total_cells
1.27,4.198,72.97,1679,2301
3.15,4.198,72.97,1679,2301
5.03,4.198,72.97,1679,2301
7.02,4.198,72.97,1679,2301
9.00,4.198,72.97,1679,2301
10.75,4.198,72.97,1679,2301
12.75,4.198,72.97,1679,2301
15.13,4.690,79.49,1876,2360
16.89,5.078,84.62,2031,2400
18.81,5.078,84.62,2031,2400
21.08,5.203,85.29,2081,2440
22.75,5.203,85.29,2081,2440
24.82,5.268,86.35,2107,2440
26.76,5.290,86.72,2116,2440
28.78,5.385,86.13,2154,2501
30.75,5.385,86.13,2154,2501
32.76,5.413,86.57,2165,2501
34.78,5.443,87.05,2177,2501
36.77,5.570,87.65,2228,2542
38.76,5.690,86.02,2276,2646
40.77,5.693,86.05,2277,2646
42.76,5.693,86.05,2277,2646
44.76,5.698,86.13,2279,2646
46.77,5.710,86.32,2284,2646
48.76,5.710,86.32,2284,2646
50.75,5.778,85.31,2311,2709
52.81,5.780,84.01,2312,2752
54.78,5.780,84.01,2312,2752
57.33,5.820,84.59,2328,2752
59.14,5.870,83.38,2348,2816
60.91,5.915,84.02,2366,2816
62.95,5.963,84.69,2385,2816
64.83,5.965,84.73,2386,2816
66.77,5.965,84.73,2386,2816
69.23,5.965,84.73,2386,2816
71.03,5.965,84.73,2386,2816
72.89,5.965,84.73,2386,2816
75.53,5.965,84.73,2386,2816
77.01,5.968,84.77,2387,2816
79.29,5.968,84.77,2387,2816
80.76,5.968,84.77,2387,2816
82.79,5.968,84.77,2387,2816
85.24,5.970,84.80,2388,2816
86.77,5.970,84.80,2388,2816
88.79,5.988,85.05,2395,2816
90.77,5.990,85.09,2396,2816
92.78,5.990,85.09,2396,2816
94.78,6.013,85.40,2405,2816
96.97,6.013,85.40,2405,2816
99.21,6.020,85.51,2408,2816
100.76,6.020,85.51,2408,2816
102.95,6.020,85.51,2408,2816
105.13,6.020,85.51,2408,2816
106.85,6.023,85.55,2409,2816
108.79,6.023,85.55,2409,2816
110.76,6.025,85.58,2410,2816
112.78,6.025,85.58,2410,2816
114.78,6.025,85.58,2410,2816
117.29,6.025,85.58,2410,2816
119.03,6.025,85.58,2410,2816
120.78,6.030,85.65,2412,2816
122.78,6.030,85.65,2412,2816
124.77,6.030,85.65,2412,2816
126.77,6.030,85.65,2412,2816
128.77,6.030,85.65,2412,2816
130.84,6.033,85.69,2413,2816
132.78,6.033,85.69,2413,2816
134.77,6.033,85.69,2413,2816
136.77,6.033,85.69,2413,2816
138.76,6.033,85.69,2413,2816
141.00,6.033,85.69,2413,2816
142.80,6.033,85.69,2413,2816
144.79,6.033,85.69,2413,2816
147.28,6.033,85.69,2413,2816
148.76,6.033,85.69,2413,2816
150.79,6.033,85.69,2413,2816
152.78,6.033,85.69,2413,2816
155.11,6.033,85.69,2413,2816
156.77,6.033,85.69,2413,2816
159.13,6.033,85.69,2413,2816
161.04,6.033,85.69,2413,2816
162.78,6.033,85.69,2413,2816
164.81,6.033,85.69,2413,2816
166.78,6.033,85.69,2413,2816
168.78,6.033,85.69,2413,2816
170.78,6.033,85.69,2413,2816
172.83,6.035,85.72,2414,2816
175.56,6.035,85.72,2414,2816
177.02,6.035,85.72,2414,2816
178.79,6.035,85.72,2414,2816
180.78,6.035,85.72,2414,2816
182.77,6.038,85.76,2415,2816
185.16,6.045,85.87,2418,2816
186.76,6.063,86.12,2425,2816
188.78,6.063,86.12,2425,2816
190.93,6.065,86.15,2426,2816
192.86,6.065,86.15,2426,2816
194.97,6.065,86.15,2426,2816
196.83,6.068,86.19,2427,2816
198.78,6.068,86.19,2427,2816
200.77,6.068,86.19,2427,2816
202.78,6.073,84.34,2429,2880
204.78,6.073,84.34,2429,2880
206.78,6.073,84.34,2429,2880
208.87,6.073,84.34,2429,2880
210.79,6.075,84.38,2430,2880
213.22,6.078,84.41,2431,2880
214.77,6.078,84.41,2431,2880
216.79,6.090,84.58,2436,2880
218.96,6.090,84.58,2436,2880
221.10,6.093,84.62,2437,2880
223.23,6.093,84.62,2437,2880
224.77,6.093,84.62,2437,2880
226.82,6.093,84.62,2437,2880
229.10,6.093,84.62,2437,2880
230.81,6.093,84.62,2437,2880
232.77,6.093,84.62,2437,2880
234.92,6.093,84.62,2437,2880
236.77,6.093,84.62,2437,2880
238.78,6.093,84.62,2437,2880
240.78,6.093,84.62,2437,2880
242.77,6.098,84.69,2439,2880
244.79,6.098,84.69,2439,2880
246.78,6.098,84.69,2439,2880
248.77,6.098,84.69,2439,2880
