elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
13.21,0.0000,0.0000,-0.0053,-0.0004,0.0000,0.0000,-0.0053,-0.0004
27.96,-0.0014,-0.0001,-0.0210,-0.0016,-0.0014,-0.0001,-0.0210,-0.0016
35.16,-0.0145,-0.0011,-0.0412,-0.0034,-0.0145,-0.0011,-0.0412,-0.0034
35.76,-0.0681,-0.0053,-0.0764,-0.0065,-0.0681,-0.0053,-0.0764,-0.0065
36.36,-0.1219,-0.0103,-0.1221,-0.0106,-0.1219,-0.0103,-0.1221,-0.0106
36.97,-0.1758,-0.0154,-0.1312,-0.0100,-0.1758,-0.0154,-0.1312,-0.0100
37.56,-0.2299,-0.0206,-0.1431,-0.0100,-0.2299,-0.0206,-0.1431,-0.0100
38.06,-0.0601,0.0015,-0.0994,-0.0058,-0.0601,0.0015,-0.0994,-0.0058
38.86,-0.1279,-0.0051,-0.0206,0.0021,-0.1279,-0.0051,-0.0206,0.0021
39.43,0.0970,0.0108,0.0861,0.0131,0.0970,0.0108,0.0861,0.0131
40.37,0.2179,0.0241,0.1624,0.0201,0.2179,0.0241,0.1624,0.0201
40.57,0.3037,0.0342,0.2349,0.0263,0.3037,0.0342,0.2349,0.0263
41.57,0.3212,0.0363,0.2809,0.0315,0.3212,0.0363,0.2809,0.0315
