elapsed_s,x_rel_m,y_rel_m
18.32,0.0000,0.0000
22.62,-0.0055,-0.0001
23.62,-0.0204,-0.0025
24.72,-0.0342,-0.0085
25.72,-0.0462,-0.0174
26.73,-0.0557,-0.0289
27.82,-0.0628,-0.0421
28.91,-0.0702,-0.0654
29.92,-0.0770,-0.1193
30.34,0.4943,0.3759
